Start,1506.95,nm
Stop,1606.95,nm
Trace,E
Center Wavelength,1556.95,nm
Span Wavelength,100,nm
Start Wavelength,1506.95,nm
Stop Wavelength,1606.95,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,2000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1506.95,nm
Stop,1606.95,nm

Wavelength(A),Level(A),Wavelength(D),Level(D),Wavelength(E),Level(E)
1506.950000,4.4660E-008,1506.950000,4.4660E-008,1506.950000,4.4660E-008
1507.000000,1.8420E-008,1507.000000,1.8420E-008,1507.000000,1.8420E-008
1507.050000,3.8690E-008,1507.050000,3.8690E-008,1507.050000,3.8690E-008
1507.100000,-1.6820E-009,1507.100000,-1.6820E-009,1507.100000,-1.6820E-009
1507.150000,2.3690E-008,1507.150000,2.3690E-008,1507.150000,2.3690E-008
1507.200000,-1.1350E-008,1507.200000,-1.1350E-008,1507.200000,-1.1350E-008
1507.250000,-3.0670E-008,1507.250000,-3.0670E-008,1507.250000,-3.0670E-008
1507.300000,4.1050E-009,1507.300000,4.1050E-009,1507.300000,4.1050E-009
1507.350000,2.6740E-008,1507.350000,2.6740E-008,1507.350000,2.6740E-008
1507.400000,1.0720E-008,1507.400000,1.0720E-008,1507.400000,1.0720E-008
1507.450000,-4.0330E-008,1507.450000,-4.0330E-008,1507.450000,-4.0330E-008
1507.500000,1.4410E-008,1507.500000,1.4410E-008,1507.500000,1.4410E-008
1507.550000,-9.3940E-009,1507.550000,-9.3940E-009,1507.550000,-9.3940E-009
1507.600000,2.2080E-008,1507.600000,2.2080E-008,1507.600000,2.2080E-008
1507.650000,-8.6450E-009,1507.650000,-8.6450E-009,1507.650000,-8.6450E-009
1507.700000,-1.1120E-008,1507.700000,-1.1120E-008,1507.700000,-1.1120E-008
1507.750000,6.7730E-008,1507.750000,6.7730E-008,1507.750000,6.7730E-008
1507.800000,-2.4150E-008,1507.800000,-2.4150E-008,1507.800000,-2.4150E-008
1507.850000,-4.1710E-008,1507.850000,-4.1710E-008,1507.850000,-4.1710E-008
1507.900000,-2.2770E-008,1507.900000,-2.2770E-008,1507.900000,-2.2770E-008
1507.950000,-6.1280E-008,1507.950000,-6.1280E-008,1507.950000,-6.1280E-008
1508.000000,-1.4050E-009,1508.000000,-1.4050E-009,1508.000000,-1.4050E-009
1508.050000,6.0110E-008,1508.050000,6.0110E-008,1508.050000,6.0110E-008
1508.100000,-1.2190E-008,1508.100000,-1.2190E-008,1508.100000,-1.2190E-008
1508.150000,-9.3920E-009,1508.150000,-9.3920E-009,1508.150000,-9.3920E-009
1508.200000,3.5060E-008,1508.200000,3.5060E-008,1508.200000,3.5060E-008
1508.250000,-1.8590E-008,1508.250000,-1.8590E-008,1508.250000,-1.8590E-008
1508.300000,-2.5370E-008,1508.300000,-2.5370E-008,1508.300000,-2.5370E-008
1508.350000,-2.1730E-008,1508.350000,-2.1730E-008,1508.350000,-2.1730E-008
1508.400000,2.4960E-008,1508.400000,2.4960E-008,1508.400000,2.4960E-008
1508.450000,3.6380E-008,1508.450000,3.6380E-008,1508.450000,3.6380E-008
1508.500000,1.1450E-008,1508.500000,1.1450E-008,1508.500000,1.1450E-008
1508.550000,2.8770E-008,1508.550000,2.8770E-008,1508.550000,2.8770E-008
1508.600000,4.2400E-008,1508.600000,4.2400E-008,1508.600000,4.2400E-008
1508.650000,-2.1860E-008,1508.650000,-2.1860E-008,1508.650000,-2.1860E-008
1508.700000,1.2360E-008,1508.700000,1.2360E-008,1508.700000,1.2360E-008
1508.750000,2.9810E-008,1508.750000,2.9810E-008,1508.750000,2.9810E-008
1508.800000,-2.5470E-008,1508.800000,-2.5470E-008,1508.800000,-2.5470E-008
1508.850000,4.1240E-008,1508.850000,4.1240E-008,1508.850000,4.1240E-008
1508.900000,1.7150E-008,1508.900000,1.7150E-008,1508.900000,1.7150E-008
1508.950000,5.0610E-009,1508.950000,5.0610E-009,1508.950000,5.0610E-009
1509.000000,2.0060E-008,1509.000000,2.0060E-008,1509.000000,2.0060E-008
1509.050000,1.4190E-008,1509.050000,1.4190E-008,1509.050000,1.4190E-008
1509.100000,-2.8640E-008,1509.100000,-2.8640E-008,1509.100000,-2.8640E-008
1509.150000,1.5540E-008,1509.150000,1.5540E-008,1509.150000,1.5540E-008
1509.200000,1.9880E-009,1509.200000,1.9880E-009,1509.200000,1.9880E-009
1509.250000,4.6860E-009,1509.250000,4.6860E-009,1509.250000,4.6860E-009
1509.300000,4.6390E-008,1509.300000,4.6390E-008,1509.300000,4.6390E-008
1509.350000,1.7150E-008,1509.350000,1.7150E-008,1509.350000,1.7150E-008
1509.400000,5.7780E-008,1509.400000,5.7780E-008,1509.400000,5.7780E-008
1509.450000,-1.8700E-009,1509.450000,-1.8700E-009,1509.450000,-1.8700E-009
1509.500000,-4.8580E-008,1509.500000,-4.8580E-008,1509.500000,-4.8580E-008
1509.550000,5.2880E-008,1509.550000,5.2880E-008,1509.550000,5.2880E-008
1509.600000,-2.7380E-008,1509.600000,-2.7380E-008,1509.600000,-2.7380E-008
1509.650000,1.1880E-008,1509.650000,1.1880E-008,1509.650000,1.1880E-008
1509.700000,-1.1890E-008,1509.700000,-1.1890E-008,1509.700000,-1.1890E-008
1509.750000,5.8400E-009,1509.750000,5.8400E-009,1509.750000,5.8400E-009
1509.800000,3.8810E-008,1509.800000,3.8810E-008,1509.800000,3.8810E-008
1509.850000,-1.6470E-008,1509.850000,-1.6470E-008,1509.850000,-1.6470E-008
1509.900000,2.2050E-009,1509.900000,2.2050E-009,1509.900000,2.2050E-009
1509.950000,-2.4420E-008,1509.950000,-2.4420E-008,1509.950000,-2.4420E-008
1510.000000,-4.7190E-008,1510.000000,-4.7190E-008,1510.000000,-4.7190E-008
1510.050000,3.5590E-008,1510.050000,3.5590E-008,1510.050000,3.5590E-008
1510.100000,1.7470E-008,1510.100000,1.7470E-008,1510.100000,1.7470E-008
1510.150000,-1.8550E-008,1510.150000,-1.8550E-008,1510.150000,-1.8550E-008
1510.200000,-4.3690E-008,1510.200000,-4.3690E-008,1510.200000,-4.3690E-008
1510.250000,-3.5680E-008,1510.250000,-3.5680E-008,1510.250000,-3.5680E-008
1510.300000,3.2900E-008,1510.300000,3.2900E-008,1510.300000,3.2900E-008
1510.350000,1.2570E-008,1510.350000,1.2570E-008,1510.350000,1.2570E-008
1510.400000,2.8520E-008,1510.400000,2.8520E-008,1510.400000,2.8520E-008
1510.450000,6.4650E-008,1510.450000,6.4650E-008,1510.450000,6.4650E-008
1510.500000,-4.9690E-008,1510.500000,-4.9690E-008,1510.500000,-4.9690E-008
1510.550000,-7.3750E-009,1510.550000,-7.3750E-009,1510.550000,-7.3750E-009
1510.600000,3.8550E-009,1510.600000,3.8550E-009,1510.600000,3.8550E-009
1510.650000,1.0360E-008,1510.650000,1.0360E-008,1510.650000,1.0360E-008
1510.700000,5.9700E-008,1510.700000,5.9700E-008,1510.700000,5.9700E-008
1510.750000,-1.6470E-009,1510.750000,-1.6470E-009,1510.750000,-1.6470E-009
1510.800000,3.1160E-008,1510.800000,3.1160E-008,1510.800000,3.1160E-008
1510.850000,4.9130E-008,1510.850000,4.9130E-008,1510.850000,4.9130E-008
1510.900000,-4.5490E-008,1510.900000,-4.5490E-008,1510.900000,-4.5490E-008
1510.950000,6.6390E-008,1510.950000,6.6390E-008,1510.950000,6.6390E-008
1511.000000,-1.0860E-008,1511.000000,-1.0860E-008,1511.000000,-1.0860E-008
1511.050000,7.4170E-008,1511.050000,7.4170E-008,1511.050000,7.4170E-008
1511.100000,-6.0660E-008,1511.100000,-6.0660E-008,1511.100000,-6.0660E-008
1511.150000,4.1580E-008,1511.150000,4.1580E-008,1511.150000,4.1580E-008
1511.200000,2.0730E-008,1511.200000,2.0730E-008,1511.200000,2.0730E-008
1511.250000,1.4320E-009,1511.250000,1.4320E-009,1511.250000,1.4320E-009
1511.300000,2.0360E-009,1511.300000,2.0360E-009,1511.300000,2.0360E-009
1511.350000,2.2820E-008,1511.350000,2.2820E-008,1511.350000,2.2820E-008
1511.400000,3.6310E-009,1511.400000,3.6310E-009,1511.400000,3.6310E-009
1511.450000,3.1830E-008,1511.450000,3.1830E-008,1511.450000,3.1830E-008
1511.500000,2.9340E-008,1511.500000,2.9340E-008,1511.500000,2.9340E-008
1511.550000,1.2230E-008,1511.550000,1.2230E-008,1511.550000,1.2230E-008
1511.600000,1.1370E-008,1511.600000,1.1370E-008,1511.600000,1.1370E-008
1511.650000,-1.7350E-008,1511.650000,-1.7350E-008,1511.650000,-1.7350E-008
1511.700000,3.6120E-009,1511.700000,3.6120E-009,1511.700000,3.6120E-009
1511.750000,6.9730E-008,1511.750000,6.9730E-008,1511.750000,6.9730E-008
1511.800000,1.7800E-008,1511.800000,1.7800E-008,1511.800000,1.7800E-008
1511.850000,3.7450E-008,1511.850000,3.7450E-008,1511.850000,3.7450E-008
1511.900000,-7.5500E-010,1511.900000,-7.5500E-010,1511.900000,-7.5500E-010
1511.950000,5.0950E-008,1511.950000,5.0950E-008,1511.950000,5.0950E-008
1512.000000,4.2530E-008,1512.000000,4.2530E-008,1512.000000,4.2530E-008
1512.050000,3.6100E-008,1512.050000,3.6100E-008,1512.050000,3.6100E-008
1512.100000,-5.5550E-009,1512.100000,-5.5550E-009,1512.100000,-5.5550E-009
1512.150000,-3.4330E-008,1512.150000,-3.4330E-008,1512.150000,-3.4330E-008
1512.200000,1.4070E-008,1512.200000,1.4070E-008,1512.200000,1.4070E-008
1512.250000,-2.6990E-008,1512.250000,-2.6990E-008,1512.250000,-2.6990E-008
1512.300000,5.5090E-008,1512.300000,5.5090E-008,1512.300000,5.5090E-008
1512.350000,1.6080E-008,1512.350000,1.6080E-008,1512.350000,1.6080E-008
1512.400000,5.0900E-008,1512.400000,5.0900E-008,1512.400000,5.0900E-008
1512.450000,-1.2930E-008,1512.450000,-1.2930E-008,1512.450000,-1.2930E-008
1512.500000,3.6770E-008,1512.500000,3.6770E-008,1512.500000,3.6770E-008
1512.550000,-3.8480E-008,1512.550000,-3.8480E-008,1512.550000,-3.8480E-008
1512.600000,3.2280E-008,1512.600000,3.2280E-008,1512.600000,3.2280E-008
1512.650000,-1.0910E-008,1512.650000,-1.0910E-008,1512.650000,-1.0910E-008
1512.700000,6.3550E-008,1512.700000,6.3550E-008,1512.700000,6.3550E-008
1512.750000,1.1810E-008,1512.750000,1.1810E-008,1512.750000,1.1810E-008
1512.800000,9.6190E-009,1512.800000,9.6190E-009,1512.800000,9.6190E-009
1512.850000,1.2190E-008,1512.850000,1.2190E-008,1512.850000,1.2190E-008
1512.900000,3.0300E-008,1512.900000,3.0300E-008,1512.900000,3.0300E-008
1512.950000,3.4240E-008,1512.950000,3.4240E-008,1512.950000,3.4240E-008
1513.000000,2.8170E-008,1513.000000,2.8170E-008,1513.000000,2.8170E-008
1513.050000,-9.7190E-009,1513.050000,-9.7190E-009,1513.050000,-9.7190E-009
1513.100000,2.8190E-008,1513.100000,2.8190E-008,1513.100000,2.8190E-008
1513.150000,4.5030E-008,1513.150000,4.5030E-008,1513.150000,4.5030E-008
1513.200000,1.8760E-008,1513.200000,1.8760E-008,1513.200000,1.8760E-008
1513.250000,2.9530E-008,1513.250000,2.9530E-008,1513.250000,2.9530E-008
1513.300000,2.2790E-009,1513.300000,2.2790E-009,1513.300000,2.2790E-009
1513.350000,-1.6470E-008,1513.350000,-1.6470E-008,1513.350000,-1.6470E-008
1513.400000,-2.0230E-008,1513.400000,-2.0230E-008,1513.400000,-2.0230E-008
1513.450000,2.6610E-008,1513.450000,2.6610E-008,1513.450000,2.6610E-008
1513.500000,-9.4210E-009,1513.500000,-9.4210E-009,1513.500000,-9.4210E-009
1513.550000,2.9090E-008,1513.550000,2.9090E-008,1513.550000,2.9090E-008
1513.600000,4.3670E-008,1513.600000,4.3670E-008,1513.600000,4.3670E-008
1513.650000,-3.1420E-008,1513.650000,-3.1420E-008,1513.650000,-3.1420E-008
1513.700000,1.3790E-008,1513.700000,1.3790E-008,1513.700000,1.3790E-008
1513.750000,1.8020E-008,1513.750000,1.8020E-008,1513.750000,1.8020E-008
1513.800000,7.3490E-009,1513.800000,7.3490E-009,1513.800000,7.3490E-009
1513.850000,3.0420E-008,1513.850000,3.0420E-008,1513.850000,3.0420E-008
1513.900000,3.0800E-009,1513.900000,3.0800E-009,1513.900000,3.0800E-009
1513.950000,-7.2850E-009,1513.950000,-7.2850E-009,1513.950000,-7.2850E-009
1514.000000,3.3070E-008,1514.000000,3.3070E-008,1514.000000,3.3070E-008
1514.050000,3.3830E-008,1514.050000,3.3830E-008,1514.050000,3.3830E-008
1514.100000,3.2940E-008,1514.100000,3.2940E-008,1514.100000,3.2940E-008
1514.150000,-2.4080E-008,1514.150000,-2.4080E-008,1514.150000,-2.4080E-008
1514.200000,5.0860E-008,1514.200000,5.0860E-008,1514.200000,5.0860E-008
1514.250000,9.0820E-008,1514.250000,9.0820E-008,1514.250000,9.0820E-008
1514.300000,1.1150E-008,1514.300000,1.1150E-008,1514.300000,1.1150E-008
1514.350000,2.2920E-008,1514.350000,2.2920E-008,1514.350000,2.2920E-008
1514.400000,1.8040E-008,1514.400000,1.8040E-008,1514.400000,1.8040E-008
1514.450000,1.5660E-008,1514.450000,1.5660E-008,1514.450000,1.5660E-008
1514.500000,2.0240E-008,1514.500000,2.0240E-008,1514.500000,2.0240E-008
1514.550000,1.7650E-008,1514.550000,1.7650E-008,1514.550000,1.7650E-008
1514.600000,5.0470E-008,1514.600000,5.0470E-008,1514.600000,5.0470E-008
1514.650000,2.4990E-008,1514.650000,2.4990E-008,1514.650000,2.4990E-008
1514.700000,-3.4960E-009,1514.700000,-3.4960E-009,1514.700000,-3.4960E-009
1514.750000,5.4700E-008,1514.750000,5.4700E-008,1514.750000,5.4700E-008
1514.800000,-2.1350E-008,1514.800000,-2.1350E-008,1514.800000,-2.1350E-008
1514.850000,1.4000E-008,1514.850000,1.4000E-008,1514.850000,1.4000E-008
1514.900000,4.2980E-009,1514.900000,4.2980E-009,1514.900000,4.2980E-009
1514.950000,1.6100E-008,1514.950000,1.6100E-008,1514.950000,1.6100E-008
1515.000000,4.4350E-008,1515.000000,4.4350E-008,1515.000000,4.4350E-008
1515.050000,-1.4420E-008,1515.050000,-1.4420E-008,1515.050000,-1.4420E-008
1515.100000,4.7360E-008,1515.100000,4.7360E-008,1515.100000,4.7360E-008
1515.150000,5.3540E-008,1515.150000,5.3540E-008,1515.150000,5.3540E-008
1515.200000,3.6370E-008,1515.200000,3.6370E-008,1515.200000,3.6370E-008
1515.250000,2.8270E-008,1515.250000,2.8270E-008,1515.250000,2.8270E-008
1515.300000,4.8910E-008,1515.300000,4.8910E-008,1515.300000,4.8910E-008
1515.350000,1.0900E-008,1515.350000,1.0900E-008,1515.350000,1.0900E-008
1515.400000,1.0380E-008,1515.400000,1.0380E-008,1515.400000,1.0380E-008
1515.450000,-1.5910E-008,1515.450000,-1.5910E-008,1515.450000,-1.5910E-008
1515.500000,3.2760E-008,1515.500000,3.2760E-008,1515.500000,3.2760E-008
1515.550000,2.2860E-008,1515.550000,2.2860E-008,1515.550000,2.2860E-008
1515.600000,5.5770E-008,1515.600000,5.5770E-008,1515.600000,5.5770E-008
1515.650000,4.4610E-008,1515.650000,4.4610E-008,1515.650000,4.4610E-008
1515.700000,-5.2600E-008,1515.700000,-5.2600E-008,1515.700000,-5.2600E-008
1515.750000,7.4990E-009,1515.750000,7.4990E-009,1515.750000,7.4990E-009
1515.800000,1.7820E-008,1515.800000,1.7820E-008,1515.800000,1.7820E-008
1515.850000,5.7100E-008,1515.850000,5.7100E-008,1515.850000,5.7100E-008
1515.900000,6.7950E-009,1515.900000,6.7950E-009,1515.900000,6.7950E-009
1515.950000,1.0150E-007,1515.950000,1.0150E-007,1515.950000,1.0150E-007
1516.000000,-1.9930E-008,1516.000000,-1.9930E-008,1516.000000,-1.9930E-008
1516.050000,-1.7990E-008,1516.050000,-1.7990E-008,1516.050000,-1.7990E-008
1516.100000,-1.4620E-008,1516.100000,-1.4620E-008,1516.100000,-1.4620E-008
1516.150000,1.8890E-009,1516.150000,1.8890E-009,1516.150000,1.8890E-009
1516.200000,2.9730E-008,1516.200000,2.9730E-008,1516.200000,2.9730E-008
1516.250000,4.2890E-008,1516.250000,4.2890E-008,1516.250000,4.2890E-008
1516.300000,1.1080E-008,1516.300000,1.1080E-008,1516.300000,1.1080E-008
1516.350000,8.9120E-010,1516.350000,8.9120E-010,1516.350000,8.9120E-010
1516.400000,4.6700E-008,1516.400000,4.6700E-008,1516.400000,4.6700E-008
1516.450000,3.3110E-008,1516.450000,3.3110E-008,1516.450000,3.3110E-008
1516.500000,1.9550E-008,1516.500000,1.9550E-008,1516.500000,1.9550E-008
1516.550000,1.5930E-008,1516.550000,1.5930E-008,1516.550000,1.5930E-008
1516.600000,1.9260E-008,1516.600000,1.9260E-008,1516.600000,1.9260E-008
1516.650000,2.8060E-008,1516.650000,2.8060E-008,1516.650000,2.8060E-008
1516.700000,3.1120E-008,1516.700000,3.1120E-008,1516.700000,3.1120E-008
1516.750000,1.5610E-008,1516.750000,1.5610E-008,1516.750000,1.5610E-008
1516.800000,6.7390E-008,1516.800000,6.7390E-008,1516.800000,6.7390E-008
1516.850000,5.6750E-008,1516.850000,5.6750E-008,1516.850000,5.6750E-008
1516.900000,4.9750E-008,1516.900000,4.9750E-008,1516.900000,4.9750E-008
1516.950000,2.7690E-008,1516.950000,2.7690E-008,1516.950000,2.7690E-008
1517.000000,5.7810E-008,1517.000000,5.7810E-008,1517.000000,5.7810E-008
1517.050000,2.5060E-008,1517.050000,2.5060E-008,1517.050000,2.5060E-008
1517.100000,4.7160E-008,1517.100000,4.7160E-008,1517.100000,4.7160E-008
1517.150000,-1.0280E-008,1517.150000,-1.0280E-008,1517.150000,-1.0280E-008
1517.200000,-2.2870E-008,1517.200000,-2.2870E-008,1517.200000,-2.2870E-008
1517.250000,-5.6570E-010,1517.250000,-5.6570E-010,1517.250000,-5.6570E-010
1517.300000,3.2190E-008,1517.300000,3.2190E-008,1517.300000,3.2190E-008
1517.350000,-3.4380E-009,1517.350000,-3.4380E-009,1517.350000,-3.4380E-009
1517.400000,-1.8730E-008,1517.400000,-1.8730E-008,1517.400000,-1.8730E-008
1517.450000,5.8510E-008,1517.450000,5.8510E-008,1517.450000,5.8510E-008
1517.500000,-3.0140E-009,1517.500000,-3.0140E-009,1517.500000,-3.0140E-009
1517.550000,7.5280E-008,1517.550000,7.5280E-008,1517.550000,7.5280E-008
1517.600000,9.2710E-008,1517.600000,9.2710E-008,1517.600000,9.2710E-008
1517.650000,6.0380E-008,1517.650000,6.0380E-008,1517.650000,6.0380E-008
1517.700000,-6.5960E-009,1517.700000,-6.5960E-009,1517.700000,-6.5960E-009
1517.750000,1.9120E-008,1517.750000,1.9120E-008,1517.750000,1.9120E-008
1517.800000,3.3320E-008,1517.800000,3.3320E-008,1517.800000,3.3320E-008
1517.850000,-1.1100E-009,1517.850000,-1.1100E-009,1517.850000,-1.1100E-009
1517.900000,3.8950E-008,1517.900000,3.8950E-008,1517.900000,3.8950E-008
1517.950000,3.5640E-008,1517.950000,3.5640E-008,1517.950000,3.5640E-008
1518.000000,6.8050E-009,1518.000000,6.8050E-009,1518.000000,6.8050E-009
1518.050000,2.4190E-008,1518.050000,2.4190E-008,1518.050000,2.4190E-008
1518.100000,4.6390E-008,1518.100000,4.6390E-008,1518.100000,4.6390E-008
1518.150000,-9.7030E-009,1518.150000,-9.7030E-009,1518.150000,-9.7030E-009
1518.200000,6.6440E-010,1518.200000,6.6440E-010,1518.200000,6.6440E-010
1518.250000,3.4420E-008,1518.250000,3.4420E-008,1518.250000,3.4420E-008
1518.300000,1.7380E-008,1518.300000,1.7380E-008,1518.300000,1.7380E-008
1518.350000,1.7180E-008,1518.350000,1.7180E-008,1518.350000,1.7180E-008
1518.400000,4.2100E-008,1518.400000,4.2100E-008,1518.400000,4.2100E-008
1518.450000,-3.5940E-009,1518.450000,-3.5940E-009,1518.450000,-3.5940E-009
1518.500000,1.3890E-008,1518.500000,1.3890E-008,1518.500000,1.3890E-008
1518.550000,7.1890E-009,1518.550000,7.1890E-009,1518.550000,7.1890E-009
1518.600000,4.6180E-008,1518.600000,4.6180E-008,1518.600000,4.6180E-008
1518.650000,-2.3000E-008,1518.650000,-2.3000E-008,1518.650000,-2.3000E-008
1518.700000,3.3350E-008,1518.700000,3.3350E-008,1518.700000,3.3350E-008
1518.750000,6.4150E-008,1518.750000,6.4150E-008,1518.750000,6.4150E-008
1518.800000,3.8810E-008,1518.800000,3.8810E-008,1518.800000,3.8810E-008
1518.850000,-3.1580E-010,1518.850000,-3.1580E-010,1518.850000,-3.1580E-010
1518.900000,5.6830E-008,1518.900000,5.6830E-008,1518.900000,5.6830E-008
1518.950000,-3.2160E-008,1518.950000,-3.2160E-008,1518.950000,-3.2160E-008
1519.000000,-2.2000E-009,1519.000000,-2.2000E-009,1519.000000,-2.2000E-009
1519.050000,4.3330E-008,1519.050000,4.3330E-008,1519.050000,4.3330E-008
1519.100000,3.2980E-008,1519.100000,3.2980E-008,1519.100000,3.2980E-008
1519.150000,1.7170E-008,1519.150000,1.7170E-008,1519.150000,1.7170E-008
1519.200000,1.1080E-008,1519.200000,1.1080E-008,1519.200000,1.1080E-008
1519.250000,3.5830E-009,1519.250000,3.5830E-009,1519.250000,3.5830E-009
1519.300000,5.6250E-008,1519.300000,5.6250E-008,1519.300000,5.6250E-008
1519.350000,4.5520E-008,1519.350000,4.5520E-008,1519.350000,4.5520E-008
1519.400000,3.0940E-008,1519.400000,3.0940E-008,1519.400000,3.0940E-008
1519.450000,3.7010E-008,1519.450000,3.7010E-008,1519.450000,3.7010E-008
1519.500000,5.9300E-008,1519.500000,5.9300E-008,1519.500000,5.9300E-008
1519.550000,-1.4530E-008,1519.550000,-1.4530E-008,1519.550000,-1.4530E-008
1519.600000,6.3260E-008,1519.600000,6.3260E-008,1519.600000,6.3260E-008
1519.650000,5.3520E-008,1519.650000,5.3520E-008,1519.650000,5.3520E-008
1519.700000,4.1010E-008,1519.700000,4.1010E-008,1519.700000,4.1010E-008
1519.750000,2.5390E-008,1519.750000,2.5390E-008,1519.750000,2.5390E-008
1519.800000,3.1190E-008,1519.800000,3.1190E-008,1519.800000,3.1190E-008
1519.850000,7.1550E-008,1519.850000,7.1550E-008,1519.850000,7.1550E-008
1519.900000,3.7960E-008,1519.900000,3.7960E-008,1519.900000,3.7960E-008
1519.950000,4.7950E-008,1519.950000,4.7950E-008,1519.950000,4.7950E-008
1520.000000,9.7370E-008,1520.000000,9.7370E-008,1520.000000,9.7370E-008
1520.050000,6.9190E-008,1520.050000,6.9190E-008,1520.050000,6.9190E-008
1520.100000,4.4030E-008,1520.100000,4.4030E-008,1520.100000,4.4030E-008
1520.150000,5.8180E-008,1520.150000,5.8180E-008,1520.150000,5.8180E-008
1520.200000,8.8480E-008,1520.200000,8.8480E-008,1520.200000,8.8480E-008
1520.250000,6.0020E-008,1520.250000,6.0020E-008,1520.250000,6.0020E-008
1520.300000,1.0950E-008,1520.300000,1.0950E-008,1520.300000,1.0950E-008
1520.350000,3.0710E-008,1520.350000,3.0710E-008,1520.350000,3.0710E-008
1520.400000,3.6990E-008,1520.400000,3.6990E-008,1520.400000,3.6990E-008
1520.450000,4.5630E-008,1520.450000,4.5630E-008,1520.450000,4.5630E-008
1520.500000,3.5110E-008,1520.500000,3.5110E-008,1520.500000,3.5110E-008
1520.550000,8.0040E-008,1520.550000,8.0040E-008,1520.550000,8.0040E-008
1520.600000,8.5790E-008,1520.600000,8.5790E-008,1520.600000,8.5790E-008
1520.650000,7.9470E-008,1520.650000,7.9470E-008,1520.650000,7.9470E-008
1520.700000,7.0080E-008,1520.700000,7.0080E-008,1520.700000,7.0080E-008
1520.750000,6.2690E-008,1520.750000,6.2690E-008,1520.750000,6.2690E-008
1520.800000,2.9550E-008,1520.800000,2.9550E-008,1520.800000,2.9550E-008
1520.850000,6.4990E-008,1520.850000,6.4990E-008,1520.850000,6.4990E-008
1520.900000,8.0980E-008,1520.900000,8.0980E-008,1520.900000,8.0980E-008
1520.950000,5.5730E-008,1520.950000,5.5730E-008,1520.950000,5.5730E-008
1521.000000,8.2360E-008,1521.000000,8.2360E-008,1521.000000,8.2360E-008
1521.050000,7.8310E-008,1521.050000,7.8310E-008,1521.050000,7.8310E-008
1521.100000,6.4150E-008,1521.100000,6.4150E-008,1521.100000,6.4150E-008
1521.150000,9.6510E-008,1521.150000,9.6510E-008,1521.150000,9.6510E-008
1521.200000,5.5570E-008,1521.200000,5.5570E-008,1521.200000,5.5570E-008
1521.250000,8.2400E-008,1521.250000,8.2400E-008,1521.250000,8.2400E-008
1521.300000,7.9960E-008,1521.300000,7.9960E-008,1521.300000,7.9960E-008
1521.350000,5.1410E-008,1521.350000,5.1410E-008,1521.350000,5.1410E-008
1521.400000,6.0870E-008,1521.400000,6.0870E-008,1521.400000,6.0870E-008
