1507.150000,1.8210E-009,1507.150000,1.8210E-009,1507.150000,1.8210E-009
1507.200000,3.2740E-008,1507.200000,3.2740E-008,1507.200000,3.2740E-008
1507.250000,5.8350E-008,1507.250000,5.8350E-008,1507.250000,5.8350E-008
1507.300000,2.7440E-009,1507.300000,2.7440E-009,1507.300000,2.7440E-009
1507.350000,1.8430E-009,1507.350000,1.8430E-009,1507.350000,1.8430E-009
1507.400000,-1.9010E-008,1507.400000,-1.9010E-008,1507.400000,-1.9010E-008
1507.450000,-1.8330E-009,1507.450000,-1.8330E-009,1507.450000,-1.8330E-009
1507.500000,6.8460E-008,1507.500000,6.8460E-008,1507.500000,6.8460E-008
1507.550000,2.2620E-008,1507.550000,2.2620E-008,1507.550000,2.2620E-008
1507.600000,-8.3440E-009,1507.600000,-8.3440E-009,1507.600000,-8.3440E-009
1507.650000,-8.9450E-009,1507.650000,-8.9450E-009,1507.650000,-8.9450E-009
1507.700000,4.0970E-009,1507.700000,4.0970E-009,1507.700000,4.0970E-009
1507.750000,1.1630E-008,1507.750000,1.1630E-008,1507.750000,1.1630E-008
1507.800000,5.2990E-009,1507.800000,5.2990E-009,1507.800000,5.2990E-009
1507.850000,1.6590E-008,1507.850000,1.6590E-008,1507.850000,1.6590E-008
1507.900000,-8.7440E-009,1507.900000,-8.7440E-009,1507.900000,-8.7440E-009
1507.950000,9.0870E-009,1507.950000,9.0870E-009,1507.950000,9.0870E-009
1508.000000,2.8320E-009,1508.000000,2.8320E-009,1508.000000,2.8320E-009
1508.050000,-1.8140E-008,1508.050000,-1.8140E-008,1508.050000,-1.8140E-008
1508.100000,2.3600E-009,1508.100000,2.3600E-009,1508.100000,2.3600E-009
1508.150000,7.6420E-009,1508.150000,7.6420E-009,1508.150000,7.6420E-009
1508.200000,-3.4690E-008,1508.200000,-3.4690E-008,1508.200000,-3.4690E-008
1508.250000,2.9060E-008,1508.250000,2.9060E-008,1508.250000,2.9060E-008
1508.300000,6.2370E-009,1508.300000,6.2370E-009,1508.300000,6.2370E-009
1508.350000,9.8310E-009,1508.350000,9.8310E-009,1508.350000,9.8310E-009
1508.400000,-2.8770E-009,1508.400000,-2.8770E-009,1508.400000,-2.8770E-009
1508.450000,3.2710E-008,1508.450000,3.2710E-008,1508.450000,3.2710E-008
1508.500000,-1.3420E-009,1508.500000,-1.3420E-009,1508.500000,-1.3420E-009
1508.550000,-4.7270E-008,1508.550000,-4.7270E-008,1508.550000,-4.7270E-008
1508.600000,-1.2190E-008,1508.600000,-1.2190E-008,1508.600000,-1.2190E-008
1508.650000,5.3630E-008,1508.650000,5.3630E-008,1508.650000,5.3630E-008
1508.700000,-1.1020E-008,1508.700000,-1.1020E-008,1508.700000,-1.1020E-008
1508.750000,6.8740E-010,1508.750000,6.8740E-010,1508.750000,6.8740E-010
1508.800000,-5.4430E-008,1508.800000,-5.4430E-008,1508.800000,-5.4430E-008
1508.850000,4.8110E-008,1508.850000,4.8110E-008,1508.850000,4.8110E-008
1508.900000,-2.2030E-008,1508.900000,-2.2030E-008,1508.900000,-2.2030E-008
1508.950000,2.9050E-008,1508.950000,2.9050E-008,1508.950000,2.9050E-008
1509.000000,9.7040E-009,1509.000000,9.7040E-009,1509.000000,9.7040E-009
1509.050000,7.3720E-009,1509.050000,7.3720E-009,1509.050000,7.3720E-009
1509.100000,1.9150E-008,1509.100000,1.9150E-008,1509.100000,1.9150E-008
1509.150000,2.0510E-008,1509.150000,2.0510E-008,1509.150000,2.0510E-008
1509.200000,7.2870E-009,1509.200000,7.2870E-009,1509.200000,7.2870E-009
1509.250000,-1.4190E-008,1509.250000,-1.4190E-008,1509.250000,-1.4190E-008
1509.300000,2.6410E-008,1509.300000,2.6410E-008,1509.300000,2.6410E-008
1509.350000,7.5370E-009,1509.350000,7.5370E-009,1509.350000,7.5370E-009
1509.400000,1.2210E-008,1509.400000,1.2210E-008,1509.400000,1.2210E-008
1509.450000,-1.8170E-008,1509.450000,-1.8170E-008,1509.450000,-1.8170E-008
1509.500000,4.0720E-008,1509.500000,4.0720E-008,1509.500000,4.0720E-008
1509.550000,-3.0840E-008,1509.550000,-3.0840E-008,1509.550000,-3.0840E-008
1509.600000,-2.8750E-008,1509.600000,-2.8750E-008,1509.600000,-2.8750E-008
1509.650000,-5.5600E-009,1509.650000,-5.5600E-009,1509.650000,-5.5600E-009
1509.700000,5.6220E-008,1509.700000,5.6220E-008,1509.700000,5.6220E-008
1509.750000,1.5180E-008,1509.750000,1.5180E-008,1509.750000,1.5180E-008
1509.800000,1.9040E-008,1509.800000,1.9040E-008,1509.800000,1.9040E-008
1509.850000,-7.1750E-009,1509.850000,-7.1750E-009,1509.850000,-7.1750E-009
1509.900000,-3.6520E-008,1509.900000,-3.6520E-008,1509.900000,-3.6520E-008
1509.950000,3.8300E-009,1509.950000,3.8300E-009,1509.950000,3.8300E-009
1510.000000,2.7030E-008,1510.000000,2.7030E-008,1510.000000,2.7030E-008
1510.050000,2.6940E-008,1510.050000,2.6940E-008,1510.050000,2.6940E-008
1510.100000,1.6230E-008,1510.100000,1.6230E-008,1510.100000,1.6230E-008
1510.150000,-2.2650E-008,1510.150000,-2.2650E-008,1510.150000,-2.2650E-008
1510.200000,1.8360E-008,1510.200000,1.8360E-008,1510.200000,1.8360E-008
1510.250000,-1.5160E-009,1510.250000,-1.5160E-009,1510.250000,-1.5160E-009
1510.300000,5.0480E-009,1510.300000,5.0480E-009,1510.300000,5.0480E-009
1510.350000,1.2520E-008,1510.350000,1.2520E-008,1510.350000,1.2520E-008
1510.400000,-1.3240E-008,1510.400000,-1.3240E-008,1510.400000,-1.3240E-008
1510.450000,3.3640E-008,1510.450000,3.3640E-008,1510.450000,3.3640E-008
1510.500000,2.1140E-008,1510.500000,2.1140E-008,1510.500000,2.1140E-008
1510.550000,1.3170E-008,1510.550000,1.3170E-008,1510.550000,1.3170E-008
1510.600000,-1.9860E-008,1510.600000,-1.9860E-008,1510.600000,-1.9860E-008
1510.650000,1.6360E-009,1510.650000,1.6360E-009,1510.650000,1.6360E-009
1510.700000,-2.8320E-009,1510.700000,-2.8320E-009,1510.700000,-2.8320E-009
1510.750000,-1.9180E-008,1510.750000,-1.9180E-008,1510.750000,-1.9180E-008
1510.800000,3.0560E-008,1510.800000,3.0560E-008,1510.800000,3.0560E-008
1510.850000,3.6440E-008,1510.850000,3.6440E-008,1510.850000,3.6440E-008
1510.900000,9.5870E-010,1510.900000,9.5870E-010,1510.900000,9.5870E-010
1510.950000,-1.8950E-009,1510.950000,-1.8950E-009,1510.950000,-1.8950E-009
1511.000000,3.4540E-008,1511.000000,3.4540E-008,1511.000000,3.4540E-008
1511.050000,-2.2300E-009,1511.050000,-2.2300E-009,1511.050000,-2.2300E-009
1511.100000,1.9180E-008,1511.100000,1.9180E-008,1511.100000,1.9180E-008
1511.150000,-1.7230E-010,1511.150000,-1.7230E-010,1511.150000,-1.7230E-010
1511.200000,-2.7050E-008,1511.200000,-2.7050E-008,1511.200000,-2.7050E-008
1511.250000,3.7840E-008,1511.250000,3.7840E-008,1511.250000,3.7840E-008
1511.300000,3.1960E-008,1511.300000,3.1960E-008,1511.300000,3.1960E-008
1511.350000,9.3980E-009,1511.350000,9.3980E-009,1511.350000,9.3980E-009
1511.400000,-1.7510E-008,1511.400000,-1.7510E-008,1511.400000,-1.7510E-008
1511.450000,4.0080E-008,1511.450000,4.0080E-008,1511.450000,4.0080E-008
1511.500000,1.9310E-008,1511.500000,1.9310E-008,1511.500000,1.9310E-008
1511.550000,5.5950E-008,1511.550000,5.5950E-008,1511.550000,5.5950E-008
1511.600000,1.5620E-009,1511.600000,1.5620E-009,1511.600000,1.5620E-009
1511.650000,2.8470E-008,1511.650000,2.8470E-008,1511.650000,2.8470E-008
1511.700000,-1.8050E-008,1511.700000,-1.8050E-008,1511.700000,-1.8050E-008
1511.750000,2.8500E-008,1511.750000,2.8500E-008,1511.750000,2.8500E-008
1511.800000,-1.0480E-008,1511.800000,-1.0480E-008,1511.800000,-1.0480E-008
1511.850000,4.8070E-008,1511.850000,4.8070E-008,1511.850000,4.8070E-008
1511.900000,-1.4980E-009,1511.900000,-1.4980E-009,1511.900000,-1.4980E-009
1511.950000,-5.2450E-008,1511.950000,-5.2450E-008,1511.950000,-5.2450E-008
1512.000000,3.7690E-008,1512.000000,3.7690E-008,1512.000000,3.7690E-008
1512.050000,6.2900E-008,1512.050000,6.2900E-008,1512.050000,6.2900E-008
1512.100000,6.0300E-009,1512.100000,6.0300E-009,1512.100000,6.0300E-009
1512.150000,1.5360E-008,1512.150000,1.5360E-008,1512.150000,1.5360E-008
1512.200000,-1.2710E-008,1512.200000,-1.2710E-008,1512.200000,-1.2710E-008
1512.250000,-5.1350E-009,1512.250000,-5.1350E-009,1512.250000,-5.1350E-009
1512.300000,-1.8150E-008,1512.300000,-1.8150E-008,1512.300000,-1.8150E-008
1512.350000,-1.8180E-008,1512.350000,-1.8180E-008,1512.350000,-1.8180E-008
1512.400000,3.2630E-008,1512.400000,3.2630E-008,1512.400000,3.2630E-008
1512.450000,-2.8710E-008,1512.450000,-2.8710E-008,1512.450000,-2.8710E-008
1512.500000,1.7640E-008,1512.500000,1.7640E-008,1512.500000,1.7640E-008
1512.550000,8.1380E-008,1512.550000,8.1380E-008,1512.550000,8.1380E-008
1512.600000,7.9110E-009,1512.600000,7.9110E-009,1512.600000,7.9110E-009
1512.650000,-5.4510E-009,1512.650000,-5.4510E-009,1512.650000,-5.4510E-009
1512.700000,3.6260E-008,1512.700000,3.6260E-008,1512.700000,3.6260E-008
1512.750000,4.2740E-008,1512.750000,4.2740E-008,1512.750000,4.2740E-008
1512.800000,1.2540E-008,1512.800000,1.2540E-008,1512.800000,1.2540E-008
1512.850000,-1.1270E-008,1512.850000,-1.1270E-008,1512.850000,-1.1270E-008
1512.900000,-2.7420E-008,1512.900000,-2.7420E-008,1512.900000,-2.7420E-008
1512.950000,1.3370E-008,1512.950000,1.3370E-008,1512.950000,1.3370E-008
1513.000000,-2.0980E-008,1513.000000,-2.0980E-008,1513.000000,-2.0980E-008
1513.050000,3.0970E-008,1513.050000,3.0970E-008,1513.050000,3.0970E-008
1513.100000,-1.1870E-009,1513.100000,-1.1870E-009,1513.100000,-1.1870E-009
1513.150000,4.3310E-008,1513.150000,4.3310E-008,1513.150000,4.3310E-008
1513.200000,-1.1660E-009,1513.200000,-1.1660E-009,1513.200000,-1.1660E-009
1513.250000,5.2490E-009,1513.250000,5.2490E-009,1513.250000,5.2490E-009
1513.300000,-6.3300E-008,1513.300000,-6.3300E-008,1513.300000,-6.3300E-008
1513.350000,8.5990E-009,1513.350000,8.5990E-009,1513.350000,8.5990E-009
1513.400000,-5.2170E-009,1513.400000,-5.2170E-009,1513.400000,-5.2170E-009
1513.450000,3.6390E-008,1513.450000,3.6390E-008,1513.450000,3.6390E-008
1513.500000,1.3930E-008,1513.500000,1.3930E-008,1513.500000,1.3930E-008
1513.550000,1.8610E-008,1513.550000,1.8610E-008,1513.550000,1.8610E-008
1513.600000,1.2300E-008,1513.600000,1.2300E-008,1513.600000,1.2300E-008
1513.650000,2.5570E-008,1513.650000,2.5570E-008,1513.650000,2.5570E-008
1513.700000,-2.3260E-008,1513.700000,-2.3260E-008,1513.700000,-2.3260E-008
1513.750000,1.6110E-008,1513.750000,1.6110E-008,1513.750000,1.6110E-008
1513.800000,4.2810E-008,1513.800000,4.2810E-008,1513.800000,4.2810E-008
1513.850000,1.3960E-008,1513.850000,1.3960E-008,1513.850000,1.3960E-008
1513.900000,5.7310E-008,1513.900000,5.7310E-008,1513.900000,5.7310E-008
1513.950000,-1.8970E-008,1513.950000,-1.8970E-008,1513.950000,-1.8970E-008
1514.000000,5.0070E-008,1514.000000,5.0070E-008,1514.000000,5.0070E-008
1514.050000,-1.4470E-008,1514.050000,-1.4470E-008,1514.050000,-1.4470E-008
1514.100000,3.6120E-008,1514.100000,3.6120E-008,1514.100000,3.6120E-008
1514.150000,2.4710E-008,1514.150000,2.4710E-008,1514.150000,2.4710E-008
1514.200000,-3.0880E-008,1514.200000,-3.0880E-008,1514.200000,-3.0880E-008
1514.250000,6.1200E-008,1514.250000,6.1200E-008,1514.250000,6.1200E-008
1514.300000,2.6770E-008,1514.300000,2.6770E-008,1514.300000,2.6770E-008
1514.350000,-2.8980E-008,1514.350000,-2.8980E-008,1514.350000,-2.8980E-008
1514.400000,1.2470E-008,1514.400000,1.2470E-008,1514.400000,1.2470E-008
1514.450000,5.2300E-008,1514.450000,5.2300E-008,1514.450000,5.2300E-008
1514.500000,8.1360E-009,1514.500000,8.1360E-009,1514.500000,8.1360E-009
1514.550000,-4.3520E-008,1514.550000,-4.3520E-008,1514.550000,-4.3520E-008
1514.600000,-8.1710E-009,1514.600000,-8.1710E-009,1514.600000,-8.1710E-009
1514.650000,-1.6100E-008,1514.650000,-1.6100E-008,1514.650000,-1.6100E-008
1514.700000,5.0220E-008,1514.700000,5.0220E-008,1514.700000,5.0220E-008
1514.750000,1.1060E-008,1514.750000,1.1060E-008,1514.750000,1.1060E-008
1514.800000,4.0920E-009,1514.800000,4.0920E-009,1514.800000,4.0920E-009
1514.850000,1.9090E-008,1514.850000,1.9090E-008,1514.850000,1.9090E-008
1514.900000,9.3680E-009,1514.900000,9.3680E-009,1514.900000,9.3680E-009
1514.950000,1.8920E-008,1514.950000,1.8920E-008,1514.950000,1.8920E-008
1515.000000,-8.2650E-009,1515.000000,-8.2650E-009,1515.000000,-8.2650E-009
1515.050000,4.2510E-008,1515.050000,4.2510E-008,1515.050000,4.2510E-008
1515.100000,2.6500E-008,1515.100000,2.6500E-008,1515.100000,2.6500E-008
1515.150000,-2.4590E-008,1515.150000,-2.4590E-008,1515.150000,-2.4590E-008
1515.200000,2.3080E-008,1515.200000,2.3080E-008,1515.200000,2.3080E-008
1515.250000,2.9420E-008,1515.250000,2.9420E-008,1515.250000,2.9420E-008
1515.300000,7.4790E-010,1515.300000,7.4790E-010,1515.300000,7.4790E-010
1515.350000,1.1850E-008,1515.350000,1.1850E-008,1515.350000,1.1850E-008
1515.400000,-1.9240E-008,1515.400000,-1.9240E-008,1515.400000,-1.9240E-008
1515.450000,-2.2080E-008,1515.450000,-2.2080E-008,1515.450000,-2.2080E-008
1515.500000,4.8900E-008,1515.500000,4.8900E-008,1515.500000,4.8900E-008
1515.550000,-2.4890E-008,1515.550000,-2.4890E-008,1515.550000,-2.4890E-008
1515.600000,1.1540E-008,1515.600000,1.1540E-008,1515.600000,1.1540E-008
1515.650000,4.2870E-008,1515.650000,4.2870E-008,1515.650000,4.2870E-008
1515.700000,-2.0660E-008,1515.700000,-2.0660E-008,1515.700000,-2.0660E-008
1515.750000,7.0840E-008,1515.750000,7.0840E-008,1515.750000,7.0840E-008
1515.800000,2.9200E-008,1515.800000,2.9200E-008,1515.800000,2.9200E-008
1515.850000,-2.6800E-009,1515.850000,-2.6800E-009,1515.850000,-2.6800E-009
1515.900000,5.0380E-008,1515.900000,5.0380E-008,1515.900000,5.0380E-008
1515.950000,1.0330E-008,1515.950000,1.0330E-008,1515.950000,1.0330E-008
1516.000000,3.6450E-008,1516.000000,3.6450E-008,1516.000000,3.6450E-008
1516.050000,2.8370E-008,1516.050000,2.8370E-008,1516.050000,2.8370E-008
1516.100000,1.9540E-010,1516.100000,1.9540E-010,1516.100000,1.9540E-010
1516.150000,4.7830E-008,1516.150000,4.7830E-008,1516.150000,4.7830E-008
1516.200000,3.6530E-008,1516.200000,3.6530E-008,1516.200000,3.6530E-008
1516.250000,-1.1940E-008,1516.250000,-1.1940E-008,1516.250000,-1.1940E-008
1516.300000,6.8000E-008,1516.300000,6.8000E-008,1516.300000,6.8000E-008
1516.350000,-2.9050E-008,1516.350000,-2.9050E-008,1516.350000,-2.9050E-008
1516.400000,-5.1640E-008,1516.400000,-5.1640E-008,1516.400000,-5.1640E-008
1516.450000,3.4120E-008,1516.450000,3.4120E-008,1516.450000,3.4120E-008
1516.500000,6.4220E-008,1516.500000,6.4220E-008,1516.500000,6.4220E-008
1516.550000,1.3790E-008,1516.550000,1.3790E-008,1516.550000,1.3790E-008
1516.600000,5.7020E-008,1516.600000,5.7020E-008,1516.600000,5.7020E-008
1516.650000,-2.4130E-009,1516.650000,-2.4130E-009,1516.650000,-2.4130E-009
1516.700000,6.4850E-008,1516.700000,6.4850E-008,1516.700000,6.4850E-008
1516.750000,3.4970E-008,1516.750000,3.4970E-008,1516.750000,3.4970E-008
1516.800000,1.0210E-008,1516.800000,1.0210E-008,1516.800000,1.0210E-008
1516.850000,9.9860E-008,1516.850000,9.9860E-008,1516.850000,9.9860E-008
1516.900000,1.2980E-008,1516.900000,1.2980E-008,1516.900000,1.2980E-008
1516.950000,2.4360E-008,1516.950000,2.4360E-008,1516.950000,2.4360E-008
1517.000000,1.0750E-008,1517.000000,1.0750E-008,1517.000000,1.0750E-008
1517.050000,1.7920E-008,1517.050000,1.7920E-008,1517.050000,1.7920E-008
1517.100000,5.5470E-010,1517.100000,5.5470E-010,1517.100000,5.5470E-010
1517.150000,3.6850E-008,1517.150000,3.6850E-008,1517.150000,3.6850E-008
1517.200000,-4.9710E-009,1517.200000,-4.9710E-009,1517.200000,-4.9710E-009
1517.250000,2.7370E-008,1517.250000,2.7370E-008,1517.250000,2.7370E-008
1517.300000,6.8290E-008,1517.300000,6.8290E-008,1517.300000,6.8290E-008
1517.350000,1.0760E-008,1517.350000,1.0760E-008,1517.350000,1.0760E-008
1517.400000,-1.1390E-008,1517.400000,-1.1390E-008,1517.400000,-1.1390E-008
1517.450000,4.8650E-008,1517.450000,4.8650E-008,1517.450000,4.8650E-008
1517.500000,2.0410E-008,1517.500000,2.0410E-008,1517.500000,2.0410E-008
1517.550000,5.6160E-009,1517.550000,5.6160E-009,1517.550000,5.6160E-009
1517.600000,3.6780E-009,1517.600000,3.6780E-009,1517.600000,3.6780E-009
1517.650000,-4.4620E-010,1517.650000,-4.4620E-010,1517.650000,-4.4620E-010
1517.700000,8.7840E-009,1517.700000,8.7840E-009,1517.700000,8.7840E-009
1517.750000,2.5030E-009,1517.750000,2.5030E-009,1517.750000,2.5030E-009
1517.800000,8.9710E-009,1517.800000,8.9710E-009,1517.800000,8.9710E-009
1517.850000,-2.8230E-008,1517.850000,-2.8230E-008,1517.850000,-2.8230E-008
1517.900000,2.5360E-009,1517.900000,2.5360E-009,1517.900000,2.5360E-009
1517.950000,2.6430E-008,1517.950000,2.6430E-008,1517.950000,2.6430E-008
1518.000000,-2.0720E-008,1518.000000,-2.0720E-008,1518.000000,-2.0720E-008
1518.050000,-5.0090E-010,1518.050000,-5.0090E-010,1518.050000,-5.0090E-010
1518.100000,4.0800E-008,1518.100000,4.0800E-008,1518.100000,4.0800E-008
1518.150000,1.1080E-008,1518.150000,1.1080E-008,1518.150000,1.1080E-008
1518.200000,3.6490E-008,1518.200000,3.6490E-008,1518.200000,3.6490E-008
1518.250000,6.3870E-008,1518.250000,6.3870E-008,1518.250000,6.3870E-008
1518.300000,-5.2280E-010,1518.300000,-5.2280E-010,1518.300000,-5.2280E-010
1518.350000,4.6090E-008,1518.350000,4.6090E-008,1518.350000,4.6090E-008
1518.400000,4.4550E-009,1518.400000,4.4550E-009,1518.400000,4.4550E-009
1518.450000,1.9690E-008,1518.450000,1.9690E-008,1518.450000,1.9690E-008
1518.500000,3.1210E-008,1518.500000,3.1210E-008,1518.500000,3.1210E-008
1518.550000,1.5940E-008,1518.550000,1.5940E-008,1518.550000,1.5940E-008
1518.600000,2.4940E-008,1518.600000,2.4940E-008,1518.600000,2.4940E-008
1518.650000,-1.3590E-008,1518.650000,-1.3590E-008,1518.650000,-1.3590E-008
1518.700000,3.9540E-008,1518.700000,3.9540E-008,1518.700000,3.9540E-008
1518.750000,-2.3180E-008,1518.750000,-2.3180E-008,1518.750000,-2.3180E-008
1518.800000,6.8510E-008,1518.800000,6.8510E-008,1518.800000,6.8510E-008
1518.850000,1.6350E-008,1518.850000,1.6350E-008,1518.850000,1.6350E-008
1518.900000,2.0350E-008,1518.900000,2.0350E-008,1518.900000,2.0350E-008
1518.950000,5.9250E-009,1518.950000,5.9250E-009,1518.950000,5.9250E-009
1519.000000,-9.0950E-009,1519.000000,-9.0950E-009,1519.000000,-9.0950E-009
1519.050000,4.2750E-008,1519.050000,4.2750E-008,1519.050000,4.2750E-008
1519.100000,2.2840E-008,1519.100000,2.2840E-008,1519.100000,2.2840E-008
1519.150000,5.1950E-009,1519.150000,5.1950E-009,1519.150000,5.1950E-009
1519.200000,1.0930E-008,1519.200000,1.0930E-008,1519.200000,1.0930E-008
1519.250000,7.7550E-009,1519.250000,7.7550E-009,1519.250000,7.7550E-009
1519.300000,-2.2240E-008,1519.300000,-2.2240E-008,1519.300000,-2.2240E-008
1519.350000,-5.1950E-009,1519.350000,-5.1950E-009,1519.350000,-5.1950E-009
1519.400000,2.1010E-008,1519.400000,2.1010E-008,1519.400000,2.1010E-008
1519.450000,9.7580E-009,1519.450000,9.7580E-009,1519.450000,9.7580E-009
1519.500000,5.0090E-008,1519.500000,5.0090E-008,1519.500000,5.0090E-008
1519.550000,6.4250E-008,1519.550000,6.4250E-008,1519.550000,6.4250E-008
1519.600000,5.3140E-009,1519.600000,5.3140E-009,1519.600000,5.3140E-009
1519.650000,4.4250E-008,1519.650000,4.4250E-008,1519.650000,4.4250E-008
1519.700000,-2.4390E-008,1519.700000,-2.4390E-008,1519.700000,-2.4390E-008
1519.750000,-1.3880E-008,1519.750000,-1.3880E-008,1519.750000,-1.3880E-008
1519.800000,7.1720E-008,1519.800000,7.1720E-008,1519.800000,7.1720E-008
1519.850000,2.0760E-008,1519.850000,2.0760E-008,1519.850000,2.0760E-008
1519.900000,7.0310E-008,1519.900000,7.0310E-008,1519.900000,7.0310E-008
1519.950000,3.4280E-008,1519.950000,3.4280E-008,1519.950000,3.4280E-008
1520.000000,4.2110E-008,1520.000000,4.2110E-008,1520.000000,4.2110E-008
1520.050000,5.6120E-008,1520.050000,5.6120E-008,1520.050000,5.6120E-008
1520.100000,5.5230E-008,1520.100000,5.5230E-008,1520.100000,5.5230E-008
1520.150000,3.3650E-008,1520.150000,3.3650E-008,1520.150000,3.3650E-008
1520.200000,2.3180E-008,1520.200000,2.3180E-008,1520.200000,2.3180E-008
1520.250000,1.3490E-008,1520.250000,1.3490E-008,1520.250000,1.3490E-008
1520.300000,3.6260E-009,1520.300000,3.6260E-009,1520.300000,3.6260E-009
1520.350000,4.5040E-008,1520.350000,4.5040E-008,1520.350000,4.5040E-008
1520.400000,6.3920E-009,1520.400000,6.3920E-009,1520.400000,6.3920E-009
1520.450000,5.8020E-008,1520.450000,5.8020E-008,1520.450000,5.8020E-008
1520.500000,-3.8320E-008,1520.500000,-3.8320E-008,1520.500000,-3.8320E-008
1520.550000,2.9400E-008,1520.550000,2.9400E-008,1520.550000,2.9400E-008
1520.600000,2.5670E-008,1520.600000,2.5670E-008,1520.600000,2.5670E-008
1520.650000,-7.5800E-009,1520.650000,-7.5800E-009,1520.650000,-7.5800E-009
1520.700000,3.9600E-008,1520.700000,3.9600E-008,1520.700000,3.9600E-008
1520.750000,4.8100E-008,1520.750000,4.8100E-008,1520.750000,4.8100E-008
1520.800000,-2.4990E-008,1520.800000,-2.4990E-008,1520.800000,-2.4990E-008
1520.850000,3.0880E-008,1520.850000,3.0880E-008,1520.850000,3.0880E-008
1520.900000,5.8600E-008,1520.900000,5.8600E-008,1520.900000,5.8600E-008
1520.950000,4.1530E-008,1520.950000,4.1530E-008,1520.950000,4.1530E-008
1521.000000,5.8550E-008,1521.000000,5.8550E-008,1521.000000,5.8550E-008
1521.050000,2.1900E-008,1521.050000,2.1900E-008,1521.050000,2.1900E-008
1521.100000,-1.9620E-008,1521.100000,-1.9620E-008,1521.100000,-1.9620E-008
1521.150000,5.7820E-008,1521.150000,5.7820E-008,1521.150000,5.7820E-008
1521.200000,6.0340E-008,1521.200000,6.0340E-008,1521.200000,6.0340E-008
1521.250000,5.9860E-008,1521.250000,5.9860E-008,1521.250000,5.9860E-008
1521.300000,-1.8380E-008,1521.300000,-1.8380E-008,1521.300000,-1.8380E-008
1521.350000,-1.6710E-008,1521.350000,-1.6710E-008,1521.350000,-1.6710E-008
