1507.600000,2.6370E-009,1507.600000,2.6370E-009,1507.600000,2.6370E-009
1507.650000,-1.6830E-008,1507.650000,-1.6830E-008,1507.650000,-1.6830E-008
1507.700000,1.8630E-008,1507.700000,1.8630E-008,1507.700000,1.8630E-008
1507.750000,2.8040E-008,1507.750000,2.8040E-008,1507.750000,2.8040E-008
1507.800000,-3.6690E-008,1507.800000,-3.6690E-008,1507.800000,-3.6690E-008
1507.850000,2.1010E-008,1507.850000,2.1010E-008,1507.850000,2.1010E-008
1507.900000,6.3830E-009,1507.900000,6.3830E-009,1507.900000,6.3830E-009
1507.950000,4.6640E-008,1507.950000,4.6640E-008,1507.950000,4.6640E-008
1508.000000,-5.3430E-009,1508.000000,-5.3430E-009,1508.000000,-5.3430E-009
1508.050000,1.2770E-008,1508.050000,1.2770E-008,1508.050000,1.2770E-008
1508.100000,1.8150E-008,1508.100000,1.8150E-008,1508.100000,1.8150E-008
1508.150000,8.7480E-009,1508.150000,8.7480E-009,1508.150000,8.7480E-009
1508.200000,-4.1950E-008,1508.200000,-4.1950E-008,1508.200000,-4.1950E-008
1508.250000,1.3620E-009,1508.250000,1.3620E-009,1508.250000,1.3620E-009
1508.300000,2.6150E-008,1508.300000,2.6150E-008,1508.300000,2.6150E-008
1508.350000,7.3190E-008,1508.350000,7.3190E-008,1508.350000,7.3190E-008
1508.400000,-1.1160E-009,1508.400000,-1.1160E-009,1508.400000,-1.1160E-009
1508.450000,3.4110E-008,1508.450000,3.4110E-008,1508.450000,3.4110E-008
1508.500000,2.0380E-008,1508.500000,2.0380E-008,1508.500000,2.0380E-008
1508.550000,-1.4990E-008,1508.550000,-1.4990E-008,1508.550000,-1.4990E-008
1508.600000,1.8410E-008,1508.600000,1.8410E-008,1508.600000,1.8410E-008
1508.650000,2.0580E-008,1508.650000,2.0580E-008,1508.650000,2.0580E-008
1508.700000,1.7320E-008,1508.700000,1.7320E-008,1508.700000,1.7320E-008
1508.750000,-3.3140E-008,1508.750000,-3.3140E-008,1508.750000,-3.3140E-008
1508.800000,-2.8600E-008,1508.800000,-2.8600E-008,1508.800000,-2.8600E-008
1508.850000,1.1730E-008,1508.850000,1.1730E-008,1508.850000,1.1730E-008
1508.900000,-1.0750E-008,1508.900000,-1.0750E-008,1508.900000,-1.0750E-008
1508.950000,2.5080E-008,1508.950000,2.5080E-008,1508.950000,2.5080E-008
1509.000000,2.8880E-008,1509.000000,2.8880E-008,1509.000000,2.8880E-008
1509.050000,1.8050E-009,1509.050000,1.8050E-009,1509.050000,1.8050E-009
1509.100000,7.3290E-008,1509.100000,7.3290E-008,1509.100000,7.3290E-008
1509.150000,8.0280E-009,1509.150000,8.0280E-009,1509.150000,8.0280E-009
1509.200000,-2.7230E-008,1509.200000,-2.7230E-008,1509.200000,-2.7230E-008
1509.250000,2.4390E-009,1509.250000,2.4390E-009,1509.250000,2.4390E-009
1509.300000,3.9500E-008,1509.300000,3.9500E-008,1509.300000,3.9500E-008
1509.350000,5.0180E-008,1509.350000,5.0180E-008,1509.350000,5.0180E-008
1509.400000,2.5180E-008,1509.400000,2.5180E-008,1509.400000,2.5180E-008
1509.450000,-2.3760E-009,1509.450000,-2.3760E-009,1509.450000,-2.3760E-009
1509.500000,-1.2260E-008,1509.500000,-1.2260E-008,1509.500000,-1.2260E-008
1509.550000,3.6590E-008,1509.550000,3.6590E-008,1509.550000,3.6590E-008
1509.600000,1.7160E-008,1509.600000,1.7160E-008,1509.600000,1.7160E-008
1509.650000,-3.5590E-009,1509.650000,-3.5590E-009,1509.650000,-3.5590E-009
1509.700000,1.1570E-008,1509.700000,1.1570E-008,1509.700000,1.1570E-008
1509.750000,-1.8320E-008,1509.750000,-1.8320E-008,1509.750000,-1.8320E-008
1509.800000,-1.0140E-008,1509.800000,-1.0140E-008,1509.800000,-1.0140E-008
1509.850000,9.8990E-009,1509.850000,9.8990E-009,1509.850000,9.8990E-009
1509.900000,-8.2840E-009,1509.900000,-8.2840E-009,1509.900000,-8.2840E-009
1509.950000,-2.0430E-010,1509.950000,-2.0430E-010,1509.950000,-2.0430E-010
1510.000000,3.3570E-009,1510.000000,3.3570E-009,1510.000000,3.3570E-009
1510.050000,1.3080E-008,1510.050000,1.3080E-008,1510.050000,1.3080E-008
1510.100000,4.3000E-008,1510.100000,4.3000E-008,1510.100000,4.3000E-008
1510.150000,2.6150E-008,1510.150000,2.6150E-008,1510.150000,2.6150E-008
1510.200000,3.0370E-008,1510.200000,3.0370E-008,1510.200000,3.0370E-008
1510.250000,-2.6440E-008,1510.250000,-2.6440E-008,1510.250000,-2.6440E-008
1510.300000,-2.4070E-008,1510.300000,-2.4070E-008,1510.300000,-2.4070E-008
1510.350000,1.7850E-008,1510.350000,1.7850E-008,1510.350000,1.7850E-008
1510.400000,3.3320E-008,1510.400000,3.3320E-008,1510.400000,3.3320E-008
1510.450000,-4.3850E-008,1510.450000,-4.3850E-008,1510.450000,-4.3850E-008
1510.500000,-8.4510E-009,1510.500000,-8.4510E-009,1510.500000,-8.4510E-009
1510.550000,-3.2440E-008,1510.550000,-3.2440E-008,1510.550000,-3.2440E-008
1510.600000,-3.7790E-009,1510.600000,-3.7790E-009,1510.600000,-3.7790E-009
1510.650000,-7.1500E-009,1510.650000,-7.1500E-009,1510.650000,-7.1500E-009
1510.700000,1.4200E-008,1510.700000,1.4200E-008,1510.700000,1.4200E-008
1510.750000,8.8640E-009,1510.750000,8.8640E-009,1510.750000,8.8640E-009
1510.800000,-9.9500E-009,1510.800000,-9.9500E-009,1510.800000,-9.9500E-009
1510.850000,-1.1410E-008,1510.850000,-1.1410E-008,1510.850000,-1.1410E-008
1510.900000,4.8920E-008,1510.900000,4.8920E-008,1510.900000,4.8920E-008
1510.950000,1.2620E-008,1510.950000,1.2620E-008,1510.950000,1.2620E-008
1511.000000,2.1310E-008,1511.000000,2.1310E-008,1511.000000,2.1310E-008
1511.050000,-2.9260E-008,1511.050000,-2.9260E-008,1511.050000,-2.9260E-008
1511.100000,1.6530E-008,1511.100000,1.6530E-008,1511.100000,1.6530E-008
1511.150000,-1.3970E-008,1511.150000,-1.3970E-008,1511.150000,-1.3970E-008
1511.200000,2.9440E-008,1511.200000,2.9440E-008,1511.200000,2.9440E-008
1511.250000,-3.2180E-008,1511.250000,-3.2180E-008,1511.250000,-3.2180E-008
1511.300000,-2.3350E-008,1511.300000,-2.3350E-008,1511.300000,-2.3350E-008
1511.350000,-3.9550E-009,1511.350000,-3.9550E-009,1511.350000,-3.9550E-009
1511.400000,3.2620E-008,1511.400000,3.2620E-008,1511.400000,3.2620E-008
1511.450000,-2.5970E-009,1511.450000,-2.5970E-009,1511.450000,-2.5970E-009
1511.500000,3.7380E-008,1511.500000,3.7380E-008,1511.500000,3.7380E-008
1511.550000,-4.0310E-009,1511.550000,-4.0310E-009,1511.550000,-4.0310E-009
1511.600000,1.4650E-008,1511.600000,1.4650E-008,1511.600000,1.4650E-008
1511.650000,2.1630E-008,1511.650000,2.1630E-008,1511.650000,2.1630E-008
1511.700000,2.1140E-008,1511.700000,2.1140E-008,1511.700000,2.1140E-008
1511.750000,1.5750E-008,1511.750000,1.5750E-008,1511.750000,1.5750E-008
1511.800000,1.4550E-008,1511.800000,1.4550E-008,1511.800000,1.4550E-008
1511.850000,4.1290E-008,1511.850000,4.1290E-008,1511.850000,4.1290E-008
1511.900000,3.8540E-008,1511.900000,3.8540E-008,1511.900000,3.8540E-008
1511.950000,6.4780E-008,1511.950000,6.4780E-008,1511.950000,6.4780E-008
1512.000000,1.0550E-008,1512.000000,1.0550E-008,1512.000000,1.0550E-008
1512.050000,-1.5520E-008,1512.050000,-1.5520E-008,1512.050000,-1.5520E-008
1512.100000,4.5490E-008,1512.100000,4.5490E-008,1512.100000,4.5490E-008
1512.150000,3.6510E-008,1512.150000,3.6510E-008,1512.150000,3.6510E-008
1512.200000,-1.0960E-008,1512.200000,-1.0960E-008,1512.200000,-1.0960E-008
1512.250000,5.8240E-008,1512.250000,5.8240E-008,1512.250000,5.8240E-008
1512.300000,2.7440E-008,1512.300000,2.7440E-008,1512.300000,2.7440E-008
1512.350000,-3.9830E-008,1512.350000,-3.9830E-008,1512.350000,-3.9830E-008
1512.400000,3.9890E-008,1512.400000,3.9890E-008,1512.400000,3.9890E-008
1512.450000,1.2730E-008,1512.450000,1.2730E-008,1512.450000,1.2730E-008
1512.500000,9.0220E-009,1512.500000,9.0220E-009,1512.500000,9.0220E-009
1512.550000,-1.1970E-009,1512.550000,-1.1970E-009,1512.550000,-1.1970E-009
1512.600000,4.1250E-008,1512.600000,4.1250E-008,1512.600000,4.1250E-008
1512.650000,2.4620E-008,1512.650000,2.4620E-008,1512.650000,2.4620E-008
1512.700000,6.2390E-009,1512.700000,6.2390E-009,1512.700000,6.2390E-009
1512.750000,-1.2840E-008,1512.750000,-1.2840E-008,1512.750000,-1.2840E-008
1512.800000,1.5900E-008,1512.800000,1.5900E-008,1512.800000,1.5900E-008
1512.850000,6.9230E-008,1512.850000,6.9230E-008,1512.850000,6.9230E-008
1512.900000,1.6050E-008,1512.900000,1.6050E-008,1512.900000,1.6050E-008
1512.950000,3.3530E-008,1512.950000,3.3530E-008,1512.950000,3.3530E-008
1513.000000,-2.6480E-008,1513.000000,-2.6480E-008,1513.000000,-2.6480E-008
1513.050000,3.3080E-008,1513.050000,3.3080E-008,1513.050000,3.3080E-008
1513.100000,2.3330E-008,1513.100000,2.3330E-008,1513.100000,2.3330E-008
1513.150000,4.1530E-008,1513.150000,4.1530E-008,1513.150000,4.1530E-008
1513.200000,4.0250E-008,1513.200000,4.0250E-008,1513.200000,4.0250E-008
1513.250000,-2.0190E-009,1513.250000,-2.0190E-009,1513.250000,-2.0190E-009
1513.300000,4.3250E-008,1513.300000,4.3250E-008,1513.300000,4.3250E-008
1513.350000,1.3290E-008,1513.350000,1.3290E-008,1513.350000,1.3290E-008
1513.400000,3.4610E-008,1513.400000,3.4610E-008,1513.400000,3.4610E-008
1513.450000,-3.6170E-008,1513.450000,-3.6170E-008,1513.450000,-3.6170E-008
1513.500000,-4.4150E-008,1513.500000,-4.4150E-008,1513.500000,-4.4150E-008
1513.550000,-2.5420E-008,1513.550000,-2.5420E-008,1513.550000,-2.5420E-008
1513.600000,1.1660E-008,1513.600000,1.1660E-008,1513.600000,1.1660E-008
1513.650000,2.6460E-008,1513.650000,2.6460E-008,1513.650000,2.6460E-008
1513.700000,2.4030E-008,1513.700000,2.4030E-008,1513.700000,2.4030E-008
1513.750000,-8.7540E-010,1513.750000,-8.7540E-010,1513.750000,-8.7540E-010
1513.800000,-2.8630E-008,1513.800000,-2.8630E-008,1513.800000,-2.8630E-008
1513.850000,3.2200E-009,1513.850000,3.2200E-009,1513.850000,3.2200E-009
1513.900000,-1.0410E-008,1513.900000,-1.0410E-008,1513.900000,-1.0410E-008
1513.950000,-2.3730E-008,1513.950000,-2.3730E-008,1513.950000,-2.3730E-008
1514.000000,6.0570E-008,1514.000000,6.0570E-008,1514.000000,6.0570E-008
1514.050000,2.0920E-008,1514.050000,2.0920E-008,1514.050000,2.0920E-008
1514.100000,8.4550E-009,1514.100000,8.4550E-009,1514.100000,8.4550E-009
1514.150000,-1.1850E-008,1514.150000,-1.1850E-008,1514.150000,-1.1850E-008
1514.200000,5.6520E-008,1514.200000,5.6520E-008,1514.200000,5.6520E-008
1514.250000,3.0610E-008,1514.250000,3.0610E-008,1514.250000,3.0610E-008
1514.300000,-1.7450E-008,1514.300000,-1.7450E-008,1514.300000,-1.7450E-008
1514.350000,3.4600E-010,1514.350000,3.4600E-010,1514.350000,3.4600E-010
1514.400000,1.5400E-008,1514.400000,1.5400E-008,1514.400000,1.5400E-008
1514.450000,-9.0000E-009,1514.450000,-9.0000E-009,1514.450000,-9.0000E-009
1514.500000,-1.5570E-009,1514.500000,-1.5570E-009,1514.500000,-1.5570E-009
1514.550000,1.7960E-008,1514.550000,1.7960E-008,1514.550000,1.7960E-008
1514.600000,1.2530E-008,1514.600000,1.2530E-008,1514.600000,1.2530E-008
1514.650000,2.7560E-008,1514.650000,2.7560E-008,1514.650000,2.7560E-008
1514.700000,2.4260E-008,1514.700000,2.4260E-008,1514.700000,2.4260E-008
1514.750000,-1.8790E-008,1514.750000,-1.8790E-008,1514.750000,-1.8790E-008
1514.800000,2.7500E-008,1514.800000,2.7500E-008,1514.800000,2.7500E-008
1514.850000,6.3920E-008,1514.850000,6.3920E-008,1514.850000,6.3920E-008
1514.900000,4.1200E-008,1514.900000,4.1200E-008,1514.900000,4.1200E-008
1514.950000,1.4070E-010,1514.950000,1.4070E-010,1514.950000,1.4070E-010
1515.000000,1.0560E-007,1515.000000,1.0560E-007,1515.000000,1.0560E-007
1515.050000,1.5770E-008,1515.050000,1.5770E-008,1515.050000,1.5770E-008
1515.100000,-6.0780E-009,1515.100000,-6.0780E-009,1515.100000,-6.0780E-009
1515.150000,-6.6210E-009,1515.150000,-6.6210E-009,1515.150000,-6.6210E-009
1515.200000,-2.1740E-008,1515.200000,-2.1740E-008,1515.200000,-2.1740E-008
1515.250000,2.6170E-008,1515.250000,2.6170E-008,1515.250000,2.6170E-008
1515.300000,-1.2990E-008,1515.300000,-1.2990E-008,1515.300000,-1.2990E-008
1515.350000,-2.7650E-008,1515.350000,-2.7650E-008,1515.350000,-2.7650E-008
1515.400000,9.6510E-009,1515.400000,9.6510E-009,1515.400000,9.6510E-009
1515.450000,3.7090E-008,1515.450000,3.7090E-008,1515.450000,3.7090E-008
1515.500000,2.1730E-008,1515.500000,2.1730E-008,1515.500000,2.1730E-008
1515.550000,-2.2640E-008,1515.550000,-2.2640E-008,1515.550000,-2.2640E-008
1515.600000,-9.6330E-009,1515.600000,-9.6330E-009,1515.600000,-9.6330E-009
1515.650000,1.0280E-008,1515.650000,1.0280E-008,1515.650000,1.0280E-008
1515.700000,2.3600E-008,1515.700000,2.3600E-008,1515.700000,2.3600E-008
1515.750000,-8.3130E-009,1515.750000,-8.3130E-009,1515.750000,-8.3130E-009
1515.800000,1.7990E-008,1515.800000,1.7990E-008,1515.800000,1.7990E-008
1515.850000,4.5390E-008,1515.850000,4.5390E-008,1515.850000,4.5390E-008
1515.900000,5.1260E-008,1515.900000,5.1260E-008,1515.900000,5.1260E-008
1515.950000,1.4650E-009,1515.950000,1.4650E-009,1515.950000,1.4650E-009
1516.000000,-1.7750E-008,1516.000000,-1.7750E-008,1516.000000,-1.7750E-008
1516.050000,5.4480E-008,1516.050000,5.4480E-008,1516.050000,5.4480E-008
1516.100000,2.4960E-008,1516.100000,2.4960E-008,1516.100000,2.4960E-008
1516.150000,7.2780E-010,1516.150000,7.2780E-010,1516.150000,7.2780E-010
1516.200000,3.6130E-008,1516.200000,3.6130E-008,1516.200000,3.6130E-008
1516.250000,1.8300E-008,1516.250000,1.8300E-008,1516.250000,1.8300E-008
1516.300000,1.7400E-008,1516.300000,1.7400E-008,1516.300000,1.7400E-008
1516.350000,1.7930E-009,1516.350000,1.7930E-009,1516.350000,1.7930E-009
1516.400000,3.4340E-009,1516.400000,3.4340E-009,1516.400000,3.4340E-009
1516.450000,4.5940E-008,1516.450000,4.5940E-008,1516.450000,4.5940E-008
1516.500000,2.1500E-008,1516.500000,2.1500E-008,1516.500000,2.1500E-008
1516.550000,7.9020E-009,1516.550000,7.9020E-009,1516.550000,7.9020E-009
1516.600000,3.9070E-008,1516.600000,3.9070E-008,1516.600000,3.9070E-008
1516.650000,-4.3040E-009,1516.650000,-4.3040E-009,1516.650000,-4.3040E-009
1516.700000,3.2830E-009,1516.700000,3.2830E-009,1516.700000,3.2830E-009
1516.750000,6.4180E-008,1516.750000,6.4180E-008,1516.750000,6.4180E-008
1516.800000,1.1620E-008,1516.800000,1.1620E-008,1516.800000,1.1620E-008
1516.850000,1.2760E-008,1516.850000,1.2760E-008,1516.850000,1.2760E-008
1516.900000,-3.9180E-008,1516.900000,-3.9180E-008,1516.900000,-3.9180E-008
1516.950000,1.6860E-008,1516.950000,1.6860E-008,1516.950000,1.6860E-008
1517.000000,3.5240E-008,1517.000000,3.5240E-008,1517.000000,3.5240E-008
1517.050000,1.7440E-008,1517.050000,1.7440E-008,1517.050000,1.7440E-008
1517.100000,-7.6790E-009,1517.100000,-7.6790E-009,1517.100000,-7.6790E-009
1517.150000,1.6860E-008,1517.150000,1.6860E-008,1517.150000,1.6860E-008
1517.200000,4.6850E-008,1517.200000,4.6850E-008,1517.200000,4.6850E-008
1517.250000,6.0380E-009,1517.250000,6.0380E-009,1517.250000,6.0380E-009
1517.300000,4.3180E-009,1517.300000,4.3180E-009,1517.300000,4.3180E-009
1517.350000,7.4660E-008,1517.350000,7.4660E-008,1517.350000,7.4660E-008
1517.400000,5.7210E-008,1517.400000,5.7210E-008,1517.400000,5.7210E-008
1517.450000,-2.3400E-008,1517.450000,-2.3400E-008,1517.450000,-2.3400E-008
1517.500000,1.6350E-008,1517.500000,1.6350E-008,1517.500000,1.6350E-008
1517.550000,4.7440E-009,1517.550000,4.7440E-009,1517.550000,4.7440E-009
1517.600000,-1.1020E-008,1517.600000,-1.1020E-008,1517.600000,-1.1020E-008
1517.650000,2.0340E-009,1517.650000,2.0340E-009,1517.650000,2.0340E-009
1517.700000,5.3370E-008,1517.700000,5.3370E-008,1517.700000,5.3370E-008
1517.750000,-1.5990E-009,1517.750000,-1.5990E-009,1517.750000,-1.5990E-009
1517.800000,6.4330E-009,1517.800000,6.4330E-009,1517.800000,6.4330E-009
1517.850000,1.6160E-008,1517.850000,1.6160E-008,1517.850000,1.6160E-008
1517.900000,6.5130E-008,1517.900000,6.5130E-008,1517.900000,6.5130E-008
1517.950000,1.2020E-008,1517.950000,1.2020E-008,1517.950000,1.2020E-008
1518.000000,7.6350E-008,1518.000000,7.6350E-008,1518.000000,7.6350E-008
1518.050000,-1.5270E-008,1518.050000,-1.5270E-008,1518.050000,-1.5270E-008
1518.100000,7.6450E-008,1518.100000,7.6450E-008,1518.100000,7.6450E-008
1518.150000,-6.0050E-008,1518.150000,-6.0050E-008,1518.150000,-6.0050E-008
1518.200000,5.6990E-008,1518.200000,5.6990E-008,1518.200000,5.6990E-008
1518.250000,3.0790E-008,1518.250000,3.0790E-008,1518.250000,3.0790E-008
1518.300000,3.1160E-008,1518.300000,3.1160E-008,1518.300000,3.1160E-008
1518.350000,-2.8280E-008,1518.350000,-2.8280E-008,1518.350000,-2.8280E-008
1518.400000,-1.9490E-009,1518.400000,-1.9490E-009,1518.400000,-1.9490E-009
1518.450000,-3.8770E-009,1518.450000,-3.8770E-009,1518.450000,-3.8770E-009
1518.500000,1.9170E-008,1518.500000,1.9170E-008,1518.500000,1.9170E-008
1518.550000,3.3440E-008,1518.550000,3.3440E-008,1518.550000,3.3440E-008
1518.600000,-2.3650E-008,1518.600000,-2.3650E-008,1518.600000,-2.3650E-008
1518.650000,4.9930E-008,1518.650000,4.9930E-008,1518.650000,4.9930E-008
1518.700000,2.3050E-008,1518.700000,2.3050E-008,1518.700000,2.3050E-008
1518.750000,1.9510E-008,1518.750000,1.9510E-008,1518.750000,1.9510E-008
1518.800000,2.5160E-008,1518.800000,2.5160E-008,1518.800000,2.5160E-008
1518.850000,5.3800E-009,1518.850000,5.3800E-009,1518.850000,5.3800E-009
1518.900000,2.6870E-008,1518.900000,2.6870E-008,1518.900000,2.6870E-008
1518.950000,3.8310E-008,1518.950000,3.8310E-008,1518.950000,3.8310E-008
1519.000000,1.1050E-007,1519.000000,1.1050E-007,1519.000000,1.1050E-007
1519.050000,-5.0270E-008,1519.050000,-5.0270E-008,1519.050000,-5.0270E-008
1519.100000,1.2650E-008,1519.100000,1.2650E-008,1519.100000,1.2650E-008
1519.150000,6.6300E-008,1519.150000,6.6300E-008,1519.150000,6.6300E-008
1519.200000,2.8050E-008,1519.200000,2.8050E-008,1519.200000,2.8050E-008
1519.250000,-2.9290E-009,1519.250000,-2.9290E-009,1519.250000,-2.9290E-009
1519.300000,-2.7910E-008,1519.300000,-2.7910E-008,1519.300000,-2.7910E-008
1519.350000,4.0810E-008,1519.350000,4.0810E-008,1519.350000,4.0810E-008
1519.400000,4.5130E-008,1519.400000,4.5130E-008,1519.400000,4.5130E-008
1519.450000,3.4490E-008,1519.450000,3.4490E-008,1519.450000,3.4490E-008
1519.500000,4.4190E-008,1519.500000,4.4190E-008,1519.500000,4.4190E-008
1519.550000,2.6220E-008,1519.550000,2.6220E-008,1519.550000,2.6220E-008
1519.600000,7.6570E-009,1519.600000,7.6570E-009,1519.600000,7.6570E-009
1519.650000,5.7270E-008,1519.650000,5.7270E-008,1519.650000,5.7270E-008
1519.700000,2.5640E-008,1519.700000,2.5640E-008,1519.700000,2.5640E-008
1519.750000,3.0950E-008,1519.750000,3.0950E-008,1519.750000,3.0950E-008
1519.800000,6.0240E-008,1519.800000,6.0240E-008,1519.800000,6.0240E-008
1519.850000,1.8190E-008,1519.850000,1.8190E-008,1519.850000,1.8190E-008
1519.900000,3.6390E-008,1519.900000,3.6390E-008,1519.900000,3.6390E-008
1519.950000,1.0100E-008,1519.950000,1.0100E-008,1519.950000,1.0100E-008
1520.000000,5.9340E-008,1520.000000,5.9340E-008,1520.000000,5.9340E-008
1520.050000,6.1650E-008,1520.050000,6.1650E-008,1520.050000,6.1650E-008
1520.100000,4.9810E-008,1520.100000,4.9810E-008,1520.100000,4.9810E-008
1520.150000,-1.5170E-008,1520.150000,-1.5170E-008,1520.150000,-1.5170E-008
1520.200000,2.1380E-008,1520.200000,2.1380E-008,1520.200000,2.1380E-008
1520.250000,1.2150E-008,1520.250000,1.2150E-008,1520.250000,1.2150E-008
1520.300000,7.6360E-008,1520.300000,7.6360E-008,1520.300000,7.6360E-008
1520.350000,5.1080E-009,1520.350000,5.1080E-009,1520.350000,5.1080E-009
1520.400000,3.5670E-008,1520.400000,3.5670E-008,1520.400000,3.5670E-008
1520.450000,5.2160E-008,1520.450000,5.2160E-008,1520.450000,5.2160E-008
1520.500000,2.7670E-008,1520.500000,2.7670E-008,1520.500000,2.7670E-008
1520.550000,1.9450E-008,1520.550000,1.9450E-008,1520.550000,1.9450E-008
1520.600000,2.2290E-008,1520.600000,2.2290E-008,1520.600000,2.2290E-008
1520.650000,6.7510E-008,1520.650000,6.7510E-008,1520.650000,6.7510E-008
1520.700000,-4.6200E-008,1520.700000,-4.6200E-008,1520.700000,-4.6200E-008
1520.750000,4.7140E-008,1520.750000,4.7140E-008,1520.750000,4.7140E-008
1520.800000,-1.2260E-008,1520.800000,-1.2260E-008,1520.800000,-1.2260E-008
1520.850000,3.5010E-008,1520.850000,3.5010E-008,1520.850000,3.5010E-008
1520.900000,3.4850E-008,1520.900000,3.4850E-008,1520.900000,3.4850E-008
1520.950000,-5.3140E-008,1520.950000,-5.3140E-008,1520.950000,-5.3140E-008
1521.000000,-5.0760E-009,1521.000000,-5.0760E-009,1521.000000,-5.0760E-009
1521.050000,1.2450E-008,1521.050000,1.2450E-008,1521.050000,1.2450E-008
1521.100000,3.1850E-008,1521.100000,3.1850E-008,1521.100000,3.1850E-008
1521.150000,5.5440E-008,1521.150000,5.5440E-008,1521.150000,5.5440E-008
1521.200000,-2.0300E-008,1521.200000,-2.0300E-008,1521.200000,-2.0300E-008
1521.250000,7.8010E-008,1521.250000,7.8010E-008,1521.250000,7.8010E-008
1521.300000,4.1960E-008,1521.300000,4.1960E-008,1521.300000,4.1960E-008
1521.350000,3.5750E-008,1521.350000,3.5750E-008,1521.350000,3.5750E-008
