1507.750000,3.7540E-010,1507.750000,3.7540E-010,1507.750000,3.7540E-010
1507.800000,1.1060E-008,1507.800000,1.1060E-008,1507.800000,1.1060E-008
1507.850000,-1.1520E-008,1507.850000,-1.1520E-008,1507.850000,-1.1520E-008
1507.900000,7.1780E-009,1507.900000,7.1780E-009,1507.900000,7.1780E-009
1507.950000,-1.5730E-008,1507.950000,-1.5730E-008,1507.950000,-1.5730E-008
1508.000000,1.5970E-008,1508.000000,1.5970E-008,1508.000000,1.5970E-008
1508.050000,1.1500E-008,1508.050000,1.1500E-008,1508.050000,1.1500E-008
1508.100000,-1.2280E-008,1508.100000,-1.2280E-008,1508.100000,-1.2280E-008
1508.150000,-4.8130E-008,1508.150000,-4.8130E-008,1508.150000,-4.8130E-008
1508.200000,2.7080E-008,1508.200000,2.7080E-008,1508.200000,2.7080E-008
1508.250000,-1.0050E-008,1508.250000,-1.0050E-008,1508.250000,-1.0050E-008
1508.300000,-4.7180E-008,1508.300000,-4.7180E-008,1508.300000,-4.7180E-008
1508.350000,3.1960E-008,1508.350000,3.1960E-008,1508.350000,3.1960E-008
1508.400000,2.2840E-008,1508.400000,2.2840E-008,1508.400000,2.2840E-008
1508.450000,1.1450E-008,1508.450000,1.1450E-008,1508.450000,1.1450E-008
1508.500000,1.3360E-008,1508.500000,1.3360E-008,1508.500000,1.3360E-008
1508.550000,2.7920E-008,1508.550000,2.7920E-008,1508.550000,2.7920E-008
1508.600000,-2.4930E-008,1508.600000,-2.4930E-008,1508.600000,-2.4930E-008
1508.650000,3.6600E-008,1508.650000,3.6600E-008,1508.650000,3.6600E-008
1508.700000,-8.2280E-009,1508.700000,-8.2280E-009,1508.700000,-8.2280E-009
1508.750000,5.4300E-008,1508.750000,5.4300E-008,1508.750000,5.4300E-008
1508.800000,-3.0740E-008,1508.800000,-3.0740E-008,1508.800000,-3.0740E-008
1508.850000,5.4970E-008,1508.850000,5.4970E-008,1508.850000,5.4970E-008
1508.900000,-5.7480E-009,1508.900000,-5.7480E-009,1508.900000,-5.7480E-009
1508.950000,2.3000E-008,1508.950000,2.3000E-008,1508.950000,2.3000E-008
1509.000000,2.9090E-008,1509.000000,2.9090E-008,1509.000000,2.9090E-008
1509.050000,-2.1450E-008,1509.050000,-2.1450E-008,1509.050000,-2.1450E-008
1509.100000,2.9000E-008,1509.100000,2.9000E-008,1509.100000,2.9000E-008
1509.150000,9.8020E-009,1509.150000,9.8020E-009,1509.150000,9.8020E-009
1509.200000,-1.4500E-009,1509.200000,-1.4500E-009,1509.200000,-1.4500E-009
1509.250000,2.7660E-008,1509.250000,2.7660E-008,1509.250000,2.7660E-008
1509.300000,1.7340E-008,1509.300000,1.7340E-008,1509.300000,1.7340E-008
1509.350000,2.2660E-008,1509.350000,2.2660E-008,1509.350000,2.2660E-008
1509.400000,1.8690E-008,1509.400000,1.8690E-008,1509.400000,1.8690E-008
1509.450000,6.0640E-009,1509.450000,6.0640E-009,1509.450000,6.0640E-009
1509.500000,-2.3940E-008,1509.500000,-2.3940E-008,1509.500000,-2.3940E-008
1509.550000,3.2510E-008,1509.550000,3.2510E-008,1509.550000,3.2510E-008
1509.600000,-2.9460E-008,1509.600000,-2.9460E-008,1509.600000,-2.9460E-008
1509.650000,3.3660E-009,1509.650000,3.3660E-009,1509.650000,3.3660E-009
1509.700000,1.6290E-008,1509.700000,1.6290E-008,1509.700000,1.6290E-008
1509.750000,-1.4830E-008,1509.750000,-1.4830E-008,1509.750000,-1.4830E-008
1509.800000,1.0250E-008,1509.800000,1.0250E-008,1509.800000,1.0250E-008
1509.850000,7.2930E-009,1509.850000,7.2930E-009,1509.850000,7.2930E-009
1509.900000,-3.5390E-009,1509.900000,-3.5390E-009,1509.900000,-3.5390E-009
1509.950000,3.5370E-008,1509.950000,3.5370E-008,1509.950000,3.5370E-008
1510.000000,-8.0700E-009,1510.000000,-8.0700E-009,1510.000000,-8.0700E-009
1510.050000,-3.2690E-008,1510.050000,-3.2690E-008,1510.050000,-3.2690E-008
1510.100000,2.7220E-009,1510.100000,2.7220E-009,1510.100000,2.7220E-009
1510.150000,4.5590E-008,1510.150000,4.5590E-008,1510.150000,4.5590E-008
1510.200000,-5.9950E-009,1510.200000,-5.9950E-009,1510.200000,-5.9950E-009
1510.250000,1.8790E-008,1510.250000,1.8790E-008,1510.250000,1.8790E-008
1510.300000,-1.2290E-008,1510.300000,-1.2290E-008,1510.300000,-1.2290E-008
1510.350000,1.9260E-009,1510.350000,1.9260E-009,1510.350000,1.9260E-009
1510.400000,1.7570E-008,1510.400000,1.7570E-008,1510.400000,1.7570E-008
1510.450000,2.6750E-008,1510.450000,2.6750E-008,1510.450000,2.6750E-008
1510.500000,1.2730E-008,1510.500000,1.2730E-008,1510.500000,1.2730E-008
1510.550000,2.0580E-008,1510.550000,2.0580E-008,1510.550000,2.0580E-008
1510.600000,-1.0590E-008,1510.600000,-1.0590E-008,1510.600000,-1.0590E-008
1510.650000,4.3040E-008,1510.650000,4.3040E-008,1510.650000,4.3040E-008
1510.700000,-2.2390E-008,1510.700000,-2.2390E-008,1510.700000,-2.2390E-008
1510.750000,2.3290E-008,1510.750000,2.3290E-008,1510.750000,2.3290E-008
1510.800000,2.4500E-008,1510.800000,2.4500E-008,1510.800000,2.4500E-008
1510.850000,1.6260E-009,1510.850000,1.6260E-009,1510.850000,1.6260E-009
1510.900000,-1.8780E-008,1510.900000,-1.8780E-008,1510.900000,-1.8780E-008
1510.950000,2.8520E-008,1510.950000,2.8520E-008,1510.950000,2.8520E-008
1511.000000,1.0290E-008,1511.000000,1.0290E-008,1511.000000,1.0290E-008
1511.050000,1.1790E-008,1511.050000,1.1790E-008,1511.050000,1.1790E-008
1511.100000,1.9630E-008,1511.100000,1.9630E-008,1511.100000,1.9630E-008
1511.150000,1.1860E-008,1511.150000,1.1860E-008,1511.150000,1.1860E-008
1511.200000,3.0690E-008,1511.200000,3.0690E-008,1511.200000,3.0690E-008
1511.250000,-1.2210E-008,1511.250000,-1.2210E-008,1511.250000,-1.2210E-008
1511.300000,2.7430E-008,1511.300000,2.7430E-008,1511.300000,2.7430E-008
1511.350000,5.9160E-009,1511.350000,5.9160E-009,1511.350000,5.9160E-009
1511.400000,3.1280E-008,1511.400000,3.1280E-008,1511.400000,3.1280E-008
1511.450000,7.5780E-009,1511.450000,7.5780E-009,1511.450000,7.5780E-009
1511.500000,3.1430E-008,1511.500000,3.1430E-008,1511.500000,3.1430E-008
1511.550000,-2.7940E-008,1511.550000,-2.7940E-008,1511.550000,-2.7940E-008
1511.600000,4.4190E-010,1511.600000,4.4190E-010,1511.600000,4.4190E-010
1511.650000,1.3910E-008,1511.650000,1.3910E-008,1511.650000,1.3910E-008
1511.700000,9.1000E-009,1511.700000,9.1000E-009,1511.700000,9.1000E-009
1511.750000,-2.5730E-008,1511.750000,-2.5730E-008,1511.750000,-2.5730E-008
1511.800000,3.3970E-009,1511.800000,3.3970E-009,1511.800000,3.3970E-009
1511.850000,-3.1140E-008,1511.850000,-3.1140E-008,1511.850000,-3.1140E-008
1511.900000,4.8640E-009,1511.900000,4.8640E-009,1511.900000,4.8640E-009
1511.950000,-1.3970E-008,1511.950000,-1.3970E-008,1511.950000,-1.3970E-008
1512.000000,1.2210E-008,1512.000000,1.2210E-008,1512.000000,1.2210E-008
1512.050000,3.9520E-008,1512.050000,3.9520E-008,1512.050000,3.9520E-008
1512.100000,1.0090E-008,1512.100000,1.0090E-008,1512.100000,1.0090E-008
1512.150000,1.0220E-008,1512.150000,1.0220E-008,1512.150000,1.0220E-008
1512.200000,7.4530E-008,1512.200000,7.4530E-008,1512.200000,7.4530E-008
1512.250000,1.8380E-008,1512.250000,1.8380E-008,1512.250000,1.8380E-008
1512.300000,8.2970E-009,1512.300000,8.2970E-009,1512.300000,8.2970E-009
1512.350000,-2.5880E-008,1512.350000,-2.5880E-008,1512.350000,-2.5880E-008
1512.400000,-8.5780E-009,1512.400000,-8.5780E-009,1512.400000,-8.5780E-009
1512.450000,2.7730E-009,1512.450000,2.7730E-009,1512.450000,2.7730E-009
1512.500000,1.5920E-008,1512.500000,1.5920E-008,1512.500000,1.5920E-008
1512.550000,3.3730E-008,1512.550000,3.3730E-008,1512.550000,3.3730E-008
1512.600000,-2.3500E-008,1512.600000,-2.3500E-008,1512.600000,-2.3500E-008
1512.650000,-8.6680E-009,1512.650000,-8.6680E-009,1512.650000,-8.6680E-009
1512.700000,-8.0730E-009,1512.700000,-8.0730E-009,1512.700000,-8.0730E-009
1512.750000,-1.6520E-008,1512.750000,-1.6520E-008,1512.750000,-1.6520E-008
1512.800000,3.6810E-009,1512.800000,3.6810E-009,1512.800000,3.6810E-009
1512.850000,-1.2120E-008,1512.850000,-1.2120E-008,1512.850000,-1.2120E-008
1512.900000,-2.4370E-008,1512.900000,-2.4370E-008,1512.900000,-2.4370E-008
1512.950000,-1.8380E-008,1512.950000,-1.8380E-008,1512.950000,-1.8380E-008
1513.000000,1.1030E-008,1513.000000,1.1030E-008,1513.000000,1.1030E-008
1513.050000,-2.4790E-008,1513.050000,-2.4790E-008,1513.050000,-2.4790E-008
1513.100000,3.2810E-008,1513.100000,3.2810E-008,1513.100000,3.2810E-008
1513.150000,-1.3780E-008,1513.150000,-1.3780E-008,1513.150000,-1.3780E-008
1513.200000,6.3460E-008,1513.200000,6.3460E-008,1513.200000,6.3460E-008
1513.250000,1.9250E-008,1513.250000,1.9250E-008,1513.250000,1.9250E-008
1513.300000,-2.5230E-008,1513.300000,-2.5230E-008,1513.300000,-2.5230E-008
1513.350000,3.6060E-008,1513.350000,3.6060E-008,1513.350000,3.6060E-008
1513.400000,5.8540E-009,1513.400000,5.8540E-009,1513.400000,5.8540E-009
1513.450000,2.3450E-008,1513.450000,2.3450E-008,1513.450000,2.3450E-008
1513.500000,7.2170E-009,1513.500000,7.2170E-009,1513.500000,7.2170E-009
1513.550000,1.8590E-008,1513.550000,1.8590E-008,1513.550000,1.8590E-008
1513.600000,-8.2340E-009,1513.600000,-8.2340E-009,1513.600000,-8.2340E-009
1513.650000,-5.3370E-009,1513.650000,-5.3370E-009,1513.650000,-5.3370E-009
1513.700000,3.3980E-008,1513.700000,3.3980E-008,1513.700000,3.3980E-008
1513.750000,-2.5060E-008,1513.750000,-2.5060E-008,1513.750000,-2.5060E-008
1513.800000,-3.6770E-008,1513.800000,-3.6770E-008,1513.800000,-3.6770E-008
1513.850000,-1.7460E-008,1513.850000,-1.7460E-008,1513.850000,-1.7460E-008
1513.900000,4.3110E-008,1513.900000,4.3110E-008,1513.900000,4.3110E-008
1513.950000,1.2140E-008,1513.950000,1.2140E-008,1513.950000,1.2140E-008
1514.000000,7.4590E-010,1514.000000,7.4590E-010,1514.000000,7.4590E-010
1514.050000,-3.3430E-008,1514.050000,-3.3430E-008,1514.050000,-3.3430E-008
1514.100000,-1.6660E-008,1514.100000,-1.6660E-008,1514.100000,-1.6660E-008
1514.150000,3.6170E-008,1514.150000,3.6170E-008,1514.150000,3.6170E-008
1514.200000,3.3490E-008,1514.200000,3.3490E-008,1514.200000,3.3490E-008
1514.250000,-1.6740E-008,1514.250000,-1.6740E-008,1514.250000,-1.6740E-008
1514.300000,3.5050E-008,1514.300000,3.5050E-008,1514.300000,3.5050E-008
1514.350000,2.1340E-008,1514.350000,2.1340E-008,1514.350000,2.1340E-008
1514.400000,5.8200E-008,1514.400000,5.8200E-008,1514.400000,5.8200E-008
1514.450000,-5.9440E-008,1514.450000,-5.9440E-008,1514.450000,-5.9440E-008
1514.500000,-8.8820E-009,1514.500000,-8.8820E-009,1514.500000,-8.8820E-009
1514.550000,5.9510E-008,1514.550000,5.9510E-008,1514.550000,5.9510E-008
1514.600000,-2.5150E-008,1514.600000,-2.5150E-008,1514.600000,-2.5150E-008
1514.650000,-3.8920E-008,1514.650000,-3.8920E-008,1514.650000,-3.8920E-008
1514.700000,2.8110E-008,1514.700000,2.8110E-008,1514.700000,2.8110E-008
1514.750000,1.1790E-009,1514.750000,1.1790E-009,1514.750000,1.1790E-009
1514.800000,5.4420E-008,1514.800000,5.4420E-008,1514.800000,5.4420E-008
1514.850000,-1.9590E-009,1514.850000,-1.9590E-009,1514.850000,-1.9590E-009
1514.900000,5.3990E-008,1514.900000,5.3990E-008,1514.900000,5.3990E-008
1514.950000,5.5350E-009,1514.950000,5.5350E-009,1514.950000,5.5350E-009
1515.000000,1.6280E-008,1515.000000,1.6280E-008,1515.000000,1.6280E-008
1515.050000,6.6100E-008,1515.050000,6.6100E-008,1515.050000,6.6100E-008
1515.100000,4.2080E-008,1515.100000,4.2080E-008,1515.100000,4.2080E-008
1515.150000,-1.3310E-008,1515.150000,-1.3310E-008,1515.150000,-1.3310E-008
1515.200000,-2.9800E-009,1515.200000,-2.9800E-009,1515.200000,-2.9800E-009
1515.250000,1.2910E-008,1515.250000,1.2910E-008,1515.250000,1.2910E-008
1515.300000,5.8350E-008,1515.300000,5.8350E-008,1515.300000,5.8350E-008
1515.350000,-3.0340E-008,1515.350000,-3.0340E-008,1515.350000,-3.0340E-008
1515.400000,5.5190E-009,1515.400000,5.5190E-009,1515.400000,5.5190E-009
1515.450000,-8.3070E-009,1515.450000,-8.3070E-009,1515.450000,-8.3070E-009
1515.500000,3.6870E-010,1515.500000,3.6870E-010,1515.500000,3.6870E-010
1515.550000,1.2310E-008,1515.550000,1.2310E-008,1515.550000,1.2310E-008
1515.600000,-1.6740E-008,1515.600000,-1.6740E-008,1515.600000,-1.6740E-008
1515.650000,-4.3080E-008,1515.650000,-4.3080E-008,1515.650000,-4.3080E-008
1515.700000,6.0780E-008,1515.700000,6.0780E-008,1515.700000,6.0780E-008
1515.750000,-1.9440E-008,1515.750000,-1.9440E-008,1515.750000,-1.9440E-008
1515.800000,4.5650E-008,1515.800000,4.5650E-008,1515.800000,4.5650E-008
1515.850000,1.8510E-008,1515.850000,1.8510E-008,1515.850000,1.8510E-008
1515.900000,1.5760E-008,1515.900000,1.5760E-008,1515.900000,1.5760E-008
1515.950000,1.5670E-008,1515.950000,1.5670E-008,1515.950000,1.5670E-008
1516.000000,4.7770E-008,1516.000000,4.7770E-008,1516.000000,4.7770E-008
1516.050000,-2.5730E-009,1516.050000,-2.5730E-009,1516.050000,-2.5730E-009
1516.100000,-2.2240E-008,1516.100000,-2.2240E-008,1516.100000,-2.2240E-008
1516.150000,8.4830E-009,1516.150000,8.4830E-009,1516.150000,8.4830E-009
1516.200000,1.9440E-009,1516.200000,1.9440E-009,1516.200000,1.9440E-009
1516.250000,-3.4500E-008,1516.250000,-3.4500E-008,1516.250000,-3.4500E-008
1516.300000,1.9990E-008,1516.300000,1.9990E-008,1516.300000,1.9990E-008
1516.350000,5.2800E-008,1516.350000,5.2800E-008,1516.350000,5.2800E-008
1516.400000,7.8680E-009,1516.400000,7.8680E-009,1516.400000,7.8680E-009
1516.450000,8.1630E-009,1516.450000,8.1630E-009,1516.450000,8.1630E-009
1516.500000,-2.6800E-008,1516.500000,-2.6800E-008,1516.500000,-2.6800E-008
1516.550000,-3.8370E-009,1516.550000,-3.8370E-009,1516.550000,-3.8370E-009
1516.600000,4.2430E-008,1516.600000,4.2430E-008,1516.600000,4.2430E-008
1516.650000,4.5050E-008,1516.650000,4.5050E-008,1516.650000,4.5050E-008
1516.700000,-1.0830E-008,1516.700000,-1.0830E-008,1516.700000,-1.0830E-008
1516.750000,3.9800E-008,1516.750000,3.9800E-008,1516.750000,3.9800E-008
1516.800000,1.8810E-008,1516.800000,1.8810E-008,1516.800000,1.8810E-008
1516.850000,-1.6970E-008,1516.850000,-1.6970E-008,1516.850000,-1.6970E-008
1516.900000,7.5330E-008,1516.900000,7.5330E-008,1516.900000,7.5330E-008
1516.950000,2.8380E-009,1516.950000,2.8380E-009,1516.950000,2.8380E-009
1517.000000,-3.2030E-008,1517.000000,-3.2030E-008,1517.000000,-3.2030E-008
1517.050000,2.8760E-008,1517.050000,2.8760E-008,1517.050000,2.8760E-008
1517.100000,5.8450E-008,1517.100000,5.8450E-008,1517.100000,5.8450E-008
1517.150000,1.0650E-008,1517.150000,1.0650E-008,1517.150000,1.0650E-008
1517.200000,1.1520E-008,1517.200000,1.1520E-008,1517.200000,1.1520E-008
1517.250000,-1.5220E-010,1517.250000,-1.5220E-010,1517.250000,-1.5220E-010
1517.300000,5.4730E-008,1517.300000,5.4730E-008,1517.300000,5.4730E-008
1517.350000,-3.6920E-008,1517.350000,-3.6920E-008,1517.350000,-3.6920E-008
1517.400000,-5.5060E-009,1517.400000,-5.5060E-009,1517.400000,-5.5060E-009
1517.450000,8.8580E-009,1517.450000,8.8580E-009,1517.450000,8.8580E-009
1517.500000,4.0620E-008,1517.500000,4.0620E-008,1517.500000,4.0620E-008
1517.550000,3.3230E-008,1517.550000,3.3230E-008,1517.550000,3.3230E-008
1517.600000,2.4800E-008,1517.600000,2.4800E-008,1517.600000,2.4800E-008
1517.650000,1.0350E-007,1517.650000,1.0350E-007,1517.650000,1.0350E-007
1517.700000,-6.5190E-009,1517.700000,-6.5190E-009,1517.700000,-6.5190E-009
1517.750000,3.6620E-008,1517.750000,3.6620E-008,1517.750000,3.6620E-008
1517.800000,-3.8830E-008,1517.800000,-3.8830E-008,1517.800000,-3.8830E-008
1517.850000,1.4350E-008,1517.850000,1.4350E-008,1517.850000,1.4350E-008
1517.900000,4.3550E-009,1517.900000,4.3550E-009,1517.900000,4.3550E-009
1517.950000,2.1680E-008,1517.950000,2.1680E-008,1517.950000,2.1680E-008
1518.000000,2.2150E-008,1518.000000,2.2150E-008,1518.000000,2.2150E-008
1518.050000,6.6480E-008,1518.050000,6.6480E-008,1518.050000,6.6480E-008
1518.100000,3.5390E-009,1518.100000,3.5390E-009,1518.100000,3.5390E-009
1518.150000,5.1430E-008,1518.150000,5.1430E-008,1518.150000,5.1430E-008
1518.200000,9.6600E-009,1518.200000,9.6600E-009,1518.200000,9.6600E-009
1518.250000,-1.6550E-009,1518.250000,-1.6550E-009,1518.250000,-1.6550E-009
1518.300000,3.8890E-008,1518.300000,3.8890E-008,1518.300000,3.8890E-008
1518.350000,3.6020E-008,1518.350000,3.6020E-008,1518.350000,3.6020E-008
1518.400000,1.9220E-008,1518.400000,1.9220E-008,1518.400000,1.9220E-008
1518.450000,1.6780E-008,1518.450000,1.6780E-008,1518.450000,1.6780E-008
1518.500000,1.1690E-008,1518.500000,1.1690E-008,1518.500000,1.1690E-008
1518.550000,2.9300E-008,1518.550000,2.9300E-008,1518.550000,2.9300E-008
1518.600000,-9.7480E-009,1518.600000,-9.7480E-009,1518.600000,-9.7480E-009
1518.650000,4.1040E-008,1518.650000,4.1040E-008,1518.650000,4.1040E-008
1518.700000,8.4410E-009,1518.700000,8.4410E-009,1518.700000,8.4410E-009
1518.750000,2.8640E-009,1518.750000,2.8640E-009,1518.750000,2.8640E-009
1518.800000,4.2160E-008,1518.800000,4.2160E-008,1518.800000,4.2160E-008
1518.850000,3.6740E-008,1518.850000,3.6740E-008,1518.850000,3.6740E-008
1518.900000,-2.5120E-008,1518.900000,-2.5120E-008,1518.900000,-2.5120E-008
1518.950000,-5.5320E-008,1518.950000,-5.5320E-008,1518.950000,-5.5320E-008
1519.000000,4.3790E-008,1519.000000,4.3790E-008,1519.000000,4.3790E-008
1519.050000,-1.5550E-008,1519.050000,-1.5550E-008,1519.050000,-1.5550E-008
1519.100000,1.7010E-008,1519.100000,1.7010E-008,1519.100000,1.7010E-008
1519.150000,-1.0890E-009,1519.150000,-1.0890E-009,1519.150000,-1.0890E-009
1519.200000,-5.5550E-009,1519.200000,-5.5550E-009,1519.200000,-5.5550E-009
1519.250000,1.0240E-008,1519.250000,1.0240E-008,1519.250000,1.0240E-008
1519.300000,3.7090E-008,1519.300000,3.7090E-008,1519.300000,3.7090E-008
1519.350000,-1.8550E-008,1519.350000,-1.8550E-008,1519.350000,-1.8550E-008
1519.400000,2.2820E-008,1519.400000,2.2820E-008,1519.400000,2.2820E-008
1519.450000,4.0400E-008,1519.450000,4.0400E-008,1519.450000,4.0400E-008
1519.500000,1.0120E-009,1519.500000,1.0120E-009,1519.500000,1.0120E-009
1519.550000,3.3800E-008,1519.550000,3.3800E-008,1519.550000,3.3800E-008
1519.600000,9.1480E-009,1519.600000,9.1480E-009,1519.600000,9.1480E-009
1519.650000,3.9520E-008,1519.650000,3.9520E-008,1519.650000,3.9520E-008
1519.700000,6.1530E-009,1519.700000,6.1530E-009,1519.700000,6.1530E-009
1519.750000,2.8600E-008,1519.750000,2.8600E-008,1519.750000,2.8600E-008
1519.800000,-1.9990E-008,1519.800000,-1.9990E-008,1519.800000,-1.9990E-008
1519.850000,5.3740E-008,1519.850000,5.3740E-008,1519.850000,5.3740E-008
1519.900000,-7.0790E-010,1519.900000,-7.0790E-010,1519.900000,-7.0790E-010
1519.950000,6.9040E-009,1519.950000,6.9040E-009,1519.950000,6.9040E-009
1520.000000,3.9330E-008,1520.000000,3.9330E-008,1520.000000,3.9330E-008
1520.050000,3.6050E-008,1520.050000,3.6050E-008,1520.050000,3.6050E-008
1520.100000,2.8020E-008,1520.100000,2.8020E-008,1520.100000,2.8020E-008
1520.150000,-3.0260E-008,1520.150000,-3.0260E-008,1520.150000,-3.0260E-008
1520.200000,-5.2920E-009,1520.200000,-5.2920E-009,1520.200000,-5.2920E-009
1520.250000,6.8070E-008,1520.250000,6.8070E-008,1520.250000,6.8070E-008
1520.300000,4.7350E-008,1520.300000,4.7350E-008,1520.300000,4.7350E-008
1520.350000,1.6890E-008,1520.350000,1.6890E-008,1520.350000,1.6890E-008
1520.400000,-1.9700E-008,1520.400000,-1.9700E-008,1520.400000,-1.9700E-008
1520.450000,4.4650E-010,1520.450000,4.4650E-010,1520.450000,4.4650E-010
1520.500000,2.3770E-008,1520.500000,2.3770E-008,1520.500000,2.3770E-008
1520.550000,2.5070E-008,1520.550000,2.5070E-008,1520.550000,2.5070E-008
1520.600000,3.2760E-008,1520.600000,3.2760E-008,1520.600000,3.2760E-008
1520.650000,3.0110E-008,1520.650000,3.0110E-008,1520.650000,3.0110E-008
1520.700000,1.7990E-008,1520.700000,1.7990E-008,1520.700000,1.7990E-008
1520.750000,3.1030E-009,1520.750000,3.1030E-009,1520.750000,3.1030E-009
1520.800000,5.3850E-008,1520.800000,5.3850E-008,1520.800000,5.3850E-008
1520.850000,2.0250E-009,1520.850000,2.0250E-009,1520.850000,2.0250E-009
1520.900000,2.8360E-008,1520.900000,2.8360E-008,1520.900000,2.8360E-008
1520.950000,2.4680E-008,1520.950000,2.4680E-008,1520.950000,2.4680E-008
1521.000000,1.8630E-008,1521.000000,1.8630E-008,1521.000000,1.8630E-008
1521.050000,2.3120E-008,1521.050000,2.3120E-008,1521.050000,2.3120E-008
1521.100000,-2.1100E-008,1521.100000,-2.1100E-008,1521.100000,-2.1100E-008
1521.150000,1.5640E-008,1521.150000,1.5640E-008,1521.150000,1.5640E-008
1521.200000,-9.0100E-009,1521.200000,-9.0100E-009,1521.200000,-9.0100E-009
1521.250000,1.2190E-008,1521.250000,1.2190E-008,1521.250000,1.2190E-008
1521.300000,-2.1560E-009,1521.300000,-2.1560E-009,1521.300000,-2.1560E-009
1521.350000,2.4030E-008,1521.350000,2.4030E-008,1521.350000,2.4030E-008
